artista,cancion,album,año,spotify_id,popularidad
Robbie Williams,Santa Baby (feat. Helene Fischer),The Christmas Present (Deluxe),2019,3jKVI7aQfr11uhEOcOIwcZ,63
Mud,Lonely This Christmas,100 Greatest Christmas Songs Ever,2022,1pVbEGfj945M4TrRPWUPSm,60
Midrift,Twin Flames,Midrift,2022,4ihiiVAhf3Ta9h7IytC74L,68
Vance Joy,I'm with You,Nation of Two,2018,6Qwuw0eOeszVlewLpu24gR,64
El Cuarteto De Nos,El Cinturón Gris,Lámina Once,2022,0DHUNPj3jZU9MfBuVIgSKi,55
Generación 12,Quiero Conocer a Jesús (Yeshua) / Nuestro Dios,Tu Reino Está Aquí,2022,2txTXCdetbJcy8REtnZdRq,61
El Zar,La Declaración,La Declaración,2020,0MArhYeFvgi8V2Pj3ecwBs,59
Foster The People,Imagination,Imagination,2019,2flxduIqEbsicdmPyj1WVW,65
No Te Va Gustar,A Las Nueve,Otras Canciones,2019,68cko9zdsKwaxgb98sF36S,62
Cliff Richard,Mistletoe and Wine,100 Greatest Christmas Songs Ever,2022,6z5poUMwOJIQID5wAfZUjQ,58
The Neighbourhood,Stargazing,Chip Chrome & The Mono-Tones (Deluxe),2020,0VF7YLIxSQKyNiFL3X6MmN,66
The Neighbourhood,Compass,Hard To Imagine The Neighbourhood Ever Changing,2018,0YNtAadZvKBBEFARtfoCV8,64
Dynazty,Heartless Madness,The Dark Delight,2020,4QaxyJsbo5AR3bnEB7ko8h,59
BLUE ENCOUNT,ポラリス,Q.E.D,2020,28DlaPydCnrs8NxYOnUPZ8,61
Zoé,Azul,Aztlán,2018,7ffkdwy4EvMSeUnPVSyqqw,68
Bunbury,Aunque no sea conmigo - 2018 Remaster,Canciones 1987-2017 (2018 Remaster),2018,0rCxrlZhWzLy5ULIEDL3zs,61
Welshly Arms,Legendary,No Place Is Home,2018,2bDENJyfbxj0neGiXUFvIX,62
Twenty One Pilots,Christmas Saves The Year,Christmas Saves The Year,2020,6ZTFZm4IEFnMSDfO6mVgMY,59
RADWIMPS,Suzume (feat. Toaka),Suzume (feat. Toaka),2022,7LHAKF7pBqHch8o6Yo0ad5,64
The 1975,It's Not Living (If It's Not With You),A Brief Inquiry Into Online Relationships,2018,3TgMcrV32NUKjEG2ujn9eh,69
Esteman,Te Alejas Más De Mí,Si Volviera A Nacer,2021,62xokumU0wMqOSsBuefhmB,65
Brent Cobb,Black Creek,No Place Left to Leave (2006),2020,4jB3Mw900goYibsFAueHph,71
The Ronettes,Frosty the Snowman,Sleigh Ride,2020,0OcpVNf7hnJBPbTFMSG7CI,63
Palaye Royale,Lonely,The Bastards,2020,4jXbcY2ulVT7MOPdN8nR50,61
Big Thief,Simulation Swarm,Dragon New Warm Mountain I Believe In You,2022,2FwDApgXk91kXvqy2oB7dz,66
Rammstein,Giftig,Zeit,2022,3Ye7vnZdrO2Gq5IyyH3cOp,60
Pretenders,2000 Miles,100 Greatest Christmas Songs Ever,2022,2qLv2OcKEsWXOlaO1Q5OH1,57
Gorillaz,Tranz,The Now Now,2018,7jYUaoOfdcYgUvkK8NnFfx,61
Maretu,aishiteitanoni,aishiteitanoni,2022,16kqUisnDZz1DC789Ks1lE,63
Freddie Mercury,Love Me Like There's No Tomorrow - Special Edition,Mr Bad Guy (Special Edition),2019,0otmxJEwq9JI1CidrcYEq4,58
Rammstein,Zeit,Zeit,2022,2KsHzM4L7ThhNJB6MHXkPx,60
Rammstein,Zick Zack,Zeit,2022,2w7Ca8DNYXBCgA6Bht7o0N,59
Los Auténticos Decadentes,Amor (Ft. Mon Laferte) - Mtv Unplugged,Amor (Ft. Mon Laferte) (Mtv Unplugged),2018,2fscHtYDKLd7xYRCTe3prP,60
SunKissed Lola,Pasilyo,Pasilyo,2022,0uZFcsx96wzbixsULmrg8o,74
Dominic Fike,Why,What Could Possibly Go Wrong,2020,1xLs8Mu1QEVbGCpyHQ2r2U,67
Vance Joy,Missing Piece,In Our Own Sweet Time,2022,2vB9ME0oZwfTGAUMC71CaT,62
Voz Veis,Segundo Plato,Segundo Plato,2018,6qG9cPYztan2Tf5Le5wNao,53
Volbeat,Shotgun Blues,Servant Of The Mind (Deluxe),2021,2SMNxADB0ffqaIoOwl2x06,60
KALEO,Hey Gringo,Surface Sounds,2021,4aPeeN8IYOCMNBGI0p7169,57
MisterWives,Jingle Bell Rock -Spotify Singles Holiday,Jingle Bell Rock -Spotify Singles Holiday,2021,7Ao5aouOwI94DuwcXa5X1i,64
Generación 12,Vuelvo a Casa,Sana Nuestra Nación,2021,2FJQHTLhycwIjRnRbd4Wm6,58
El Zar,El Momento Perfecto,RIO HOTEL,2022,7LUepo06YjPnIoDVmiwYlJ,59
Bring Me The Horizon,Obey (with YUNGBLUD),POST HUMAN: SURVIVAL HORROR,2020,6MD6xpFK4cfquxRqXxqwjq,61
Milky Chance,Unknown Song,Unknown Song,2022,2zR85boqjMOKPygjdDbGbC,57
Maretu,New Darling,New Darling,2022,0JbLk9eKjb3vBSELAnCkgr,63
The 1975,Be My Mistake,A Brief Inquiry Into Online Relationships,2018,18UsAG7SfOQ5sxJEdjAMH0,64
Imagine Dragons,Wrecked,Wrecked,2021,2d1MywHy6FwKdzxFuSJnwl,58
Rammstein,Puppe,Rammstein,2019,2iFgHPoa7FNHwgLnjXzu7F,59
Therapie TAXI,Eté 90,Rupture 2 merde,2021,1p9dxTMtG4gZpLp7yzvT54,64
All Time Low,Monsters (feat. blackbear),"Wake Up, Sunshine",2020,0tyR7Bu9P086aWBFZ4QJoo,67
The 1975,I'm In Love With You,Being Funny In A Foreign Language,2022,12g9IeQzX7xECLNxz8dpb5,66
Glass Animals,Heat Waves - Slowed,Heat Waves (Expansion Pack),2021,1K2RnVhm3eauKnA8PAcPu1,63
Fontaines D.C.,Roman Holiday,Skinty Fia,2022,7MWIc6p9uOACLHGzzP9On7,61
Maretu,SIU,SIU,2019,22tot0Y6uKuWdAZnEQyB6g,62
Greta Van Fleet,Light My Love,The Battle at Garden’s Gate,2021,4iya38ctQ1httyA6NOG9oW,62
KALEO,Break My Baby,Surface Sounds,2021,3BsoE7SgveujY2jeV2rVRw,57
Fall Out Boy,The Last Of The Real Ones,MANIA,2018,6e13443Ve7RGcAUScTgYtl,62
Rammstein,Was ich liebe,Rammstein,2019,4anzVbFPUuZTw0KQeZ0qnu,58
Wham!,Last Christmas,Christmas Hits,2019,77nF1t4qesuOJRd8lbIzNX,61
Fontaines D.C.,Boys In the Better Land,Dogrel,2019,2dxXKqqpSV4eCgPxC6t8mn,59
lovelytheband,broken,finding it hard to smile,2018,6XcfKZvJio9Z0fQy11GnNX,64
quannnic,life imitates life,kenopsia,2022,5E9qBEUja2yAjUPhQO8Gx7,64
No Te Va Gustar,Venganza,Luz,2021,2UJfYO4NNQSxBq0ElmDNd1,53
The Ronettes,Sleigh Ride,Caroling at Christmas,2019,46UMwpkxyIwzqhsaONm4wf,64
No Te Va Gustar,Venganza,Venganza,2021,0QBMEboyu2DxFTKGbI5nl7,50
The Neighbourhood,Devil's Advocate,Chip Chrome & The Mono-Tones,2020,4XfI7M5gLwEY84gYiH4RDD,63
Hozier,Talk,"Wasteland, Baby!",2019,29bXfCo3mQVzohwPJXohaU,59
Black Dresses,IN MY MOUTH,WASTEISOLATION,2018,51fuLpPnBX5pzizp3PkODO,62
The Darkness,Christmas Time (Don't Let the Bells End),100 Greatest Christmas Songs Ever,2022,3p6OeDp9P4y3ZZCOoVKE2l,56
El Cuarteto De Nos,Mario Neta,Jueves,2019,40va05AmHQ9G5cVVe1jxAc,51
Ocean Alley,Confidence,Chiaroscuro,2018,3PwiD0JaTDiBMWDUW2hXNX,69
Voz Veis,Son Tan Buenos Los Recuerdos,Todos A Belen,2021,5h005TfhVvDrqoLWbj7TP9,46
Rawayana,Váyanse Todos A Mamá,Cuando Los Acéfalos Predominan,2021,5BeMNrGr9Wk3mDmf0DbQaA,49
In Flames,I Am Above,"I, the Mask",2019,2t1G0rDxUY9zjML3f5mObb,54
Los Auténticos Decadentes,Amor (Ft. Mon Laferte) - MTV Unplugged,Fiesta Nacional (Mtv Unplugged),2018,1QjfU3jkGInap7Vm9lVJIQ,58
Rammstein,Adieu,Zeit,2022,56SLMIzWKrEOWIQ5LCzKXV,58
Milky Chance,Colorado,Trip Tape,2021,35iR1qzexmbcUSgA01S4gI,59
Conociendo Rusia,Quiero Que Me Llames,Cabildo y Juramento,2019,7jcXQXxo0lvpwg2twqJpqc,56
The Ronettes,I Saw Mommy Kissing Santa Claus,Sleigh Ride,2020,4h7zzeg7EUP4B7zGPU9Wx1,64
Bacilos,Por Hacerme el Bueno,¿Dónde Nos Quedamos?,2018,1iEIQ69PuAM76GCBT9HCek,54
Sam Fender,Seventeen Going Under,Seventeen Going Under (Deluxe),2021,5rF6YUIlgiat22OT1lWspJ,68
OFFICIAL HIGE DANDISM,Cry Baby,Editorial,2021,7nF9c1EmRF3BNAtKDCwUAK,58
Fontaines D.C.,Liberty Belle,Dogrel,2019,77orX4NH0a9HtNXNkgbbwC,58
Josiah and the Bonnevilles,Ghost,2022,2022,04AmLqGrPeFYdmsb6y32uS,65
Royel Otis,Motels,Motels,2022,1V888fh2JLVzMElr1pEz6Z,58
for KING & COUNTRY,Little Drummer Boy,A Drummer Boy Christmas,2020,6MtecozqUbilB5qbVARrUH,64
NAFTA,Potra,Nafta,2019,1DIBkKqsREnKgxpZ5RJjRf,55
Voz Veis,Aunque sea poco,Virao,2021,6O4cHvrLnuGlHcbnqxZ1tq,47
Bersuit Vergarabat,Esperando El Impacto,Mate con amigos,2020,21INSn9qdsLohevjBNlsUi,36
Bersuit Vergarabat,Sencillamente,Lo + tranquilo,2020,2ClPaLUm33tVxQSJnYb1oM,35
Goth Babe,Weekend Friend,Weekend Friend,2019,2d3QlXE6FXFDeodiS66yjM,63
Conociendo Rusia,Loco en el Desierto,Conociendo Rusia,2018,392fECmnYZTQjL97hqEElg,55
Silvestre y La Naranja,Amores Callejeros,SUPERSTICIONES,2021,4pjyXEQIrbDgGPpZ0MBAC9,56
Three Days Grace,So Called Life,EXPLOSIONS,2022,1QTQ3VNzabl4yF5GJE6hhK,61
Sam Fender,Will We Talk?,Hypersonic Missiles,2019,5g0HSob4PEq7M8blV6y70i,64
Dylan Scott,Good Times Go By Too Fast,Livin' My Best Life,2022,7INk3focyW89pATBgageU7,70
Maretu,Magical Doctor,SIU,2019,0tLcKkZqfylGoG5JcXOXvL,60
Serú Girán,"Viernes, 3AM - 2019 Remasterizado",La Grasa de las Capitales: Edición 40º Aniversario (2019 Remasterizado),2019,6zjME4Vo9ze9Uk4t9kUMJZ,55
Diamante Eléctrico,Rotos,Buitres & Co.,2019,5Y1KS5xHBjGXKsEaCnufdi,49
Temple Sour,La Venenotza,La Venenotza,2019,1cJOIz4wOkjrIVChFRFqiz,52
Queen,We Will Rock You - Movie Mix,Bohemian Rhapsody (The Original Soundtrack),2018,2t8UoPFVXCRZulscbwv0QL,50
BUMP OF CHICKEN,SOUVENIR,SOUVENIR,2022,7qOsSOpiL3R8RKyiBtIYNQ,58
Voz Veis,Niña Dura,Vas,2021,38tvmd6vh2vVBuAx716syX,43
El Plan De La Mariposa,Túnel de la Vida,Estado de Enlace,2020,1xCD7ccEtiylN6BBJ4ogXF,59
Voz Veis,Ven A Mi Casa Esta Navidad,Todos A Belen,2021,6mYn2tAQD0LmwqplaMbXhg,43
Fontaines D.C.,I Don't Belong,A Hero's Death,2020,4xCA8KYdeVe3AmTTEYJtVp,55
Rawayana,Double Cheese & Bacon (feat. Willie DeVille & Veztalone),Double Cheese & Bacon (feat. Willie DeVille & Veztalone),2021,6t6VYuRaisYZLynvLhizsF,47
Spacey Jane,Booster Seat,Sunlight,2020,72RC6Kw32QfJi6RzlDKNxs,62
Rawayana,#Sádico,#Sádico,2019,2zSaRaop42B6bInzcBcyaD,47
Brett Eldredge,Under the Mistletoe,100 Greatest Christmas Songs Ever,2022,0OciKTNrWHda78cixRGJdq,56
Cage The Elephant,Social Cues,Social Cues,2019,1KuVdyg8d6NlRhbpHxg5UF,62
Conociendo Rusia,Cabildo y Juramento,Cabildo y Juramento,2019,0fQbLONJQqFSePMz1I4UNT,54
Voz Veis,El Farolito - Live,Vas,2021,7mSjzMyIzwP1EowBGHFDcf,44
Robbie Williams,Merry Xmas Everybody (feat. Jamie Cullum),Merry Xmas Everybody (feat. Jamie Cullum),2019,6gPjEHwchHOVoBFHxomCfR,61
Volbeat,Wait A Minute My Girl,Servant Of The Mind (Deluxe),2021,6nDHNHOVNuWK48N24Fktcs,56
Shakin' Stevens,Merry Christmas Everyone,Christmas Hits,2019,1jc5ttAAqSlzN6XnInuUXm,57
Rawayana,Welcome To El Sur,Cuando Los Acéfalos Predominan,2021,2oJk6tsIeEMC0O8Upp1QO2,45
Therapie TAXI,Hit Sale,Hit Sale,2018,3yndKI4zWEyC36BQYrdKBA,62
Jesús Adrián Romero,Olvidé Cuidar Mi Huerto,Origen Y Esencia,2019,6gtlcSHmAiNl53YS1Nqa4L,53
Conociendo Rusia,A la Vez,A la Vez,2020,5C9IeDOtfwkDUGd9aF2ELI,54
Nickelback,San Quentin,Get Rollin',2022,2fDy68BuFDTa7UGVicym4Z,64
Nathaniel Rateliff & The Night Sweats,You Worry Me,Tearing At The Seams,2018,7ADBL3WZ9Oyj7zgkg7ODT8,61
No Te Va Gustar,No Te Imaginás,Luz,2021,7x00uv5aDR0MA8eIk7xAuf,56
ONE OK ROCK,Stand Out Fit In,Eye of the Storm,2019,4zXRMjTaeflesB3Ih4eHnJ,58
Silvestre y La Naranja,El Instinto,ANIM4LES,2019,4KKA5gVKgslCIca34p292o,53
KANA-BOON,スターマーカー (Album Mix),Honey & Darling,2022,6NAtVhZ5LrvoKy2Gijr5gj,56
Voz Veis,El Burrito Sabanero,Todos A Belen,2021,3KFKZbbBc6tqHBmeSWJn2S,41
Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Christmas Hits,2019,4UEPinRjSnbWKqDVhc0QHJ,61
El Zar,Superstar,Pura Casualidad,2020,67AG59ltjS8JSqAUTWTJgu,55
Sam Fender,Play God,Hypersonic Missiles,2019,6R1y3I91AIktu7qoKIugtH,59
Siddhartha,00:00,00:00,2022,7l4cSfrED7RrtT0t5CSOzv,67
Silvestre y La Naranja,Supersticiones,SUPERSTICIONES,2021,5JrnwgsC1FRz6uHyGFHpqZ,52
Dread Mar I,Decide Tú,Caminarás Caminos,2018,1OuRWuKhsxNdV2FCIkyCnV,57
Las Pastillas del Abuelo,El Favor,2020,2020,5PyBWKafcYDOm7R3JIuMj1,58
Robbie Williams,Christmas (Baby Please Come Home) (feat. Bryan Adams),Christmas (Baby Please Come Home) [feat. Bryan Adams],2019,0EwajwP54Ai4KRaFyBNhll,53
La Delio Valdez,Paisaje,Paisaje,2021,3Sm5dt6yZnru5O7zRUhJJz,57
Jesús Adrián Romero,¿Cómo Me Ves?,¿Cómo Me Ves?,2022,3sO095NgJJOy9hQnVI1Gq6,52
Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),Blue In The Sky,2022,5eUpUFdFaAeovPau6lQkqK,68
Airbag,Pensamientos,Al Parecer Todo Ha Sido una Trampa,2021,1H7ktqkQx1PIuPfNtqvaBs,61
KALEO,I Want More,Surface Sounds,2021,7gxohd4hHPmDIvE9HohJsI,52
Casting Crowns,Nobody (feat. Matthew West),Only Jesus,2018,0W7KIc2GSB9suYQAaMZ9rF,65
Jesús Adrián Romero,A Vivir,A Vivir,2022,38YkAPODtVFCodo68wzNhX,52
Kairikibear,ベノム,ベノム,2018,2llI6h2T2O5KZfn1OhJQAA,57
Conociendo Rusia,Puede Ser,Cabildo y Juramento,2019,5gzeDHcCSxKU4KcBcDWJTc,53
KALEO,Skinny,Surface Sounds,2021,2C4jYVZId6mxISa3HrBvGM,51
Surf Trash,Wrong or Right,Wrong or Right,2020,5mGFZjhHZWImHG3z0OEuPa,54
The Terrys,Pesos,Pesos,2020,3cFHpUFJHoZiDio1hCOtYS,52
Fontaines D.C.,Big,Dogrel,2019,06KIwbnnaaXJSw4iDXEWj8,54
Brett Eldredge,Mr. Christmas,Mr. Christmas,2021,20JGzStdmjMwqOZw4w7Grt,56
Zoé,Azul,Azul,2018,1HM9uVbB4DVQh0QlwY7W6v,60
LiSA,炎,炎,2020,0cSkn2l67csUljEy0EEBPn,58
Cole Swindell,She Had Me At Heads Carolina,Stereotype,2022,200x8ONbPfFzByUr3fVz46,70
Nothing But Thieves,Impossible,Moral Panic,2020,4ZEvO7TZQTbUGJzqjcPFDD,55
Sam Fender,Getting Started,Seventeen Going Under (Deluxe),2021,4jzK6Ey84SAexMK5C2JWKx,61
Luísa Sobral,Só Um Beijo,Rosa,2018,1oeNCfrMm1nweKvYNYX0fi,40
Siddhartha,Brújula,00:00,2022,6i4IheCT4X0cZrrkmrQGsn,65
Simón Díaz,Alma Llanera,Simón Díaz Recuerda y Canta,2020,62bblTn8Gk3rdAapgg1lTN,40
Thomas Rhett,Christmas In The Country,Christmas In The Country,2019,4n0NTwp3bu4TFpePsRv6Fb,63
Catfish and the Bottlemen,Longshot,The Balance,2019,2VcS3oKcOPkubN9LVzZ96l,59
Fontaines D.C.,A Hero's Death,A Hero's Death,2020,0sxx8bEWlTBmbw0X1Abgc3,52
Cruzando El Charco,Lo Nuestro Tiene Magia,Lo Que Somos,2019,2L2o3dwHpLIVtpCDy1uBD4,56
Leeland,Way Maker - Single Version,Way Maker,2020,0H4BGX7L8UfoD0g4wgXd0D,68
Fontaines D.C.,Televised Mind,A Hero's Death,2020,3rq8wrt867MobyQuum2TBp,53
Sanctus Real,Confidence,Changed,2018,2u9FerEIRu8IbfHUbPjERP,63
Josiah and the Bonnevilles,Blood Moon,2022,2022,7kUtL133QLx9R80ehfVOUs,62
Balthazar,Losers,Sand,2021,6otUjBoNrp27EubqsoYGQx,51
Cody Jinks,Must Be the Whiskey,Lifers,2018,324iakwekGIBGV93syJsVe,64
Caramelos De Cianuro,Que El Desayuno Espere,Control,2021,2xMk5rk47ip31H5znPkQTi,41
Walker Hayes,Fancy Like,Country Stuff The Album,2022,58UKC45GPNTflCN6nwCUeF,68
Daily J,Left Me Like Summer,Venus Ate Mars,2020,0YVyOLWIh5pe9DEJJjjKKH,53
The Ronettes,Sleigh Ride,Christmas Hits,2019,1CBg1D0t4FMLbco3posN7b,58
El Zar,Las Voces,Las Voces,2019,4JW6406Y4xsE9ZVE318A7c,52
DICE,Stop Sign,Stop Sign,2021,58EybRsv2eC0iUfiYTmw8a,51
Fontaines D.C.,Skinty Fia,Skinty Fia,2022,567wp93ROi35Wa3Qq9BAJw,53
Sam Fender,The Borders,Hypersonic Missiles,2019,4hui0bX1Bv89yg1BTsz4NU,61
The 1975,I Always Wanna Die (Sometimes),A Brief Inquiry Into Online Relationships,2018,7iPlcFvOMOzt6v0QvcAueZ,61
Los Fabulosos Cadillacs,El Satánico Dr. Cadillac (Versión '93) - Remasterizado 2008,Obras Cumbres,2021,3NEjfWyF5lrVHGq3sM1jF8,54
Cruzando El Charco,El trato,Cicatrices,2022,4jsWMUBxGEKn6usvMIO1R8,56
Fontaines D.C.,Roy's Tune,Dogrel,2019,5ZrjSdHy4o6kLNejvlthgx,53
LOUTA,AYER TE VI (feat. Zoe Gotusso),ENCHASTRE,2018,7gfyrnHMieXMjIW4n2p5wf,52
Conociendo Rusia,Tu Encanto,Tu Encanto,2020,0zRCH3vyASd7BEQ6bFdbol,50
Sanctus Real,"Today, Tomorrow and Forever","Today, Tomorrow and Forever",2020,5aoocCmNYZHDW0sR0LgptA,60
Gian Marco,El Ritmo de Mi Corazón,El Ritmo de Mi Corazón,2019,6Nmpt6fRu5Yvbfraoe13tx,46
Jason Aldean,You Make It Easy,Rearview Town,2018,2TXtN9MoV308Y0z1HvyTfV,70
Thomas Rhett,What’s Your Country Song,Country Again (Side A),2021,4oR2cCQGs0Yt0Mgr2diV6V,65
Sam Fender,Seventeen Going Under,Seventeen Going Under,2021,1Dp7ASSZVVOPJ85VdLpjOX,60
El Zar,Perdiendo el Control,RIO HOTEL,2022,2tMV41eUpxpR2aHOtnEC8i,50
Jameson Rodgers,Cold Beer Calling My Name,Bet You're from a Small Town,2021,67wUHsoXdZ8UOLt6rodpQ9,59
Cruzando El Charco,Soy,Lo Que Somos,2019,2qlNflXsO7plqVz0vuC75H,56
for KING & COUNTRY,God Only Knows,Burn The Ships,2018,4ElNxglBjcrASiGn58t9Jm,65
NAFTA,La Carta,Nafta,2019,0H351Cn5b1uS4E4Cg1Jxb5,48
Florida Georgia Line,Simple,Can't Say I Ain't Country,2019,4L9Ds4mpD3SuYoWwFUlv16,66
Tauren Wells,Take It All Back,Joy In The Morning (Horizon Edition),2022,4AjyX21TX61oa8AFaKZmxc,63
Sticky Fingers,Cool & Calm,Yours to Keep,2019,4kgNMrRgqjo6NVeRqqPvCj,54
Parmalee,Just the Way,For You,2021,4h5OVQQbeqw3lNaFIbmlzG,67
Natiruts,Tudo Vai Dar Certo,Tudo Vai Dar Certo,2020,6B8pYtoS3XHrc821hExWf6,63
Lee Brice,One Of Them Girls,Hey World,2020,6uyiyatWPCqC59Mm4rO8xL,69
Novelbright,愛とか恋とか,Assort,2022,1VHL1PIkhDwWbFc65xHwOr,66
Temple Sour,Por Ti (La Poderotza),Por Ti (La Poderotza),2020,7zHrig0YPl5mI53hBBjGB3,48
The Rions,Night Light,Night Light,2021,5g4VW1FmFDXixu1VEiHAVz,52
Babasonicos,Mimos Son Mimos,Trinchera,2022,0AK6oKtH1xi0y66ZkN6OGT,54
Jon Pardi,Your Heart Or Mine,Mr. Saturday Night,2022,7ETjhPaIU4UmHOiimJBZz9,69
Gian Marco,Sácala a Bailar,Intuición,2018,25qU7UPwnrWJ4cfnwbrboq,46
Robbie Williams,Time for Change,The Christmas Present (Deluxe),2019,2OmnyLbHB2se7ZoMpXhoiO,55
Oscar Athie,Fotografía,Fotografía,2018,1SWsMpWs49E4fRWZMGKphY,52
La Delio Valdez,La Cancioncita,Sonido Subtropical,2018,6EWcAoB7VHlzEuFgCQ4iJt,52
Therapie TAXI,Aline,Aline,2018,2GdQWH8tkjfX9V4Ay296PE,52
El Zar,Apasionado,RIO HOTEL,2022,7nNe66m3zuscn2Tn4nJwAs,50
grandson,Blood // Water,a modern tragedy vol. 1,2018,7clyJIrLkEbXUDwj1tC9zz,64
LANCO,Greatest Love Story,Hallelujah Nights,2018,2yQZwi1P8AkkxxFhQ8rMEK,64
Nickelback,Skinny Little Missy,Get Rollin',2022,7okAszmL6H3YM6mtX5TZYW,60
Los Mesoneros,Dime Cómo Tu Quieras,Pangea,2019,2XQaTo0yaAngF5GZYunMfE,46
Mrs. GREEN APPLE,青と夏,Attitude,2019,5BC6kr6etk2Y9J62AyI4i3,72
Kazzabe,La Parranda (Sei Sei Bei) - Remix,La Parranda (Sei Sei Bei) [Remix],2019,3hcNis0agZLicBxiooYmMY,41
Thomas Rhett,Look What God Gave Her,Center Point Road,2019,2KqJC0koTBUyDlsMt5ok1V,63
El Plan De La Mariposa,Oro de Abeja,Estado de Enlace,2020,2q3GgW71FqrEfFFtdWC3tJ,52
1915,Policía,Bandera,2018,0pDooPTaMUaDQfnBdbPdYo,48
Airbag,Volver a Casa,Al Parecer Todo Ha Sido una Trampa,2021,7jFRaaxunWW0nFabUC5Omt,55
Kazzabe,Si Pudiera Yo,Puros Éxitos,2020,6hOVsyMdpk2aZK6zcKnXMK,41
Royel Otis,Bull Breed,Bull Breed,2022,0AJzVMzlFT03insWEIlrDz,51
Balthazar,Fever,Fever,2019,4dbc47eDkRtaddUuS3CInF,47
Thomas Rhett,Half Of Me,Where We Started,2022,11kskoMyNDumaR30CI6rRv,63
Therapie TAXI,Blesse-moi,Rupture 2 merde,2021,6nRSyu4oOed8HgcVxV1cWl,56
La Delio Valdez,De un Tiempo a Esta Parte,El Tiempo Y la Serenata,2021,3Ps9TMiMPek4nSdmTUP04h,53
Therapie TAXI,Candide Crush,Cadavre exquis,2019,7oZryU4VFbqOxT0bRceSjj,55
Дайте танк (!),Люди,Человеко-часы,2020,3rpi29kD9YUDwXz1yhjS7Q,57
Sam Fender,Spit Of You,Seventeen Going Under (Deluxe),2021,6YrNd7sFarQAUflTPcTH0h,58
Los Mojarras,Triciclo Perú,1992-2012,2018,1Ahb1lGCvsRSlmThubFzsy,48
SUPER BEAVER,突破口,アイラヴユー,2021,2JNl3zf7dLaK3ceN12RTOW,53
Siddhartha,Me Hace Falta (Cap. 2),MEMORIA FUTURO,2020,7EAr8k0WiV9ybItof6utFj,62
Conociendo Rusia,Se Me Hizo Tarde,La Dirección,2021,5iCQLeTVLauWAM3N0shr4P,48
Los Dandys,Pobre Soy,Pobre Soy,2019,2AVznJxpCCxcEY4OILV30g,45
Dustin Lynch,Stars Like Confetti,Blue In The Sky,2022,4HXiZiCbYIiG03OQwXRYnE,62
1915,Extranjero,Los Años Futuros,2020,6f4HlS9R6HO2pnBaRbawA8,49
Leeland,Way Maker - Live,Better Word,2019,40ozK0lCJ0EQzVGWsCNUhk,64
The Afters,I Will Fear No More,Fear No More,2019,4BFvu9IYbxN3ZFq0623lPQ,59
Kazzabe,Banana,Puros Éxitos,2020,6jceTQXwTqbj4BJGJdlbvg,40
Eddy de Pretto,Kid,Cure,2018,1EIhcoMZ3See5L28kNvuFe,56
Conociendo Rusia,Otra Oportunidad,Cabildo y Juramento,2019,29WjfUKhMuEVdO8iCRw2eE,48
Ufuk Beydemir,Ay Tenli Kadın,Sevda Gibi,2018,4hv9mEWi4911k1uhU4fPEH,60
Odisseo,Los Imanes,Cambio Estacional,2018,4CoJ7RN7myJHXYIx1pB8IF,60
HoneyWorks,可愛くてごめん,可愛くてごめん,2022,2xBibqkmXJ4NQCe8lJeZco,55
Kazzabe,Osito Dormilon,Puros Éxitos,2020,1cCBtrjuicx0kfr9Kz0v2s,39
for KING & COUNTRY,"O Come, O Come Emmanuel",A Drummer Boy Christmas,2020,0QK0ftnKFr0DSOzB5HCmfJ,62
The Mary Wallopers,Eileen Og,The Mary Wallopers,2022,16Q6QIVgqlMux1JxVH0IO9,52
El Zar,Salgo Corriendo a Buscarte,Pura Casualidad,2020,3dJuwdXopaPBbkd46jzeof,47
Sam Hunt,Body Like A Back Road,SOUTHSIDE,2020,7FpBQ067pHB67deawpbbcY,69
Brunori Sas,Per due che come noi,Cip!,2020,6JXlccLNpK7F2XFwHuMy23,54
No Te Va Gustar,Verte Reír,Otras Canciones,2019,7ygbKVvYoiGMJBPpV8CWI4,48
Scotty McCreery,Five More Minutes,Seasons Change,2018,3qTmB5HxP9ilJaiM6B1yuk,64
Sam Fender,Saturday,Hypersonic Missiles,2019,3kROc4cT1QMKyQdPd0Gbvm,58
Ciro y los Persas,El Farolito (Acústico),Guerras (Un Viaje en el Tiempo),2020,75Yc1MhQiQEBGJvyciJQAy,50
Scotty McCreery,Five More Minutes,Seasons Change,2018,3qTmB5HxP9ilJaiM6B1yuk,64
Sam Fender,Saturday,Hypersonic Missiles,2019,3kROc4cT1QMKyQdPd0Gbvm,58
Ciro y los Persas,El Farolito (Acústico),Guerras (Un Viaje en el Tiempo),2020,75Yc1MhQiQEBGJvyciJQAy,50
Preto no Branco,Tá Chorando Por Quê?,Tá Chorando Por Quê?,2020,2DCwzIVV6glyf5iho6LoVw,66
Arena Hash,Me Resfrié en Brasil,"Peruvian Rock Anthology: Original Masterpieces, Vol. 3 (1993 - 2001)",2018,6owthHOJo06koXPXe7xBG9,46
El Kuelgue,Planeta Numir,Fierrín (Lado A),2018,1w4UcQH8Rs6CLMwnY6ACvk,47
