artista,cancion,album,año,spotify_id,popularidad
Amaranthe,Strong,Manifest,2020,4OYa2PXcdFhsg3SGkevSjl,52
Ozzy Osbourne,Ordinary Man (feat. Elton John),Ordinary Man (feat. Elton John),2020,6eEYGGFfFbtKHCgJM4uh9v,50
Fire From The Gods,Right Now,American Sun,2019,1cFx6g4ytDsZAx9gmap4pR,56
The Warning,DISCIPLE,ERROR,2022,5wvsoPecGLpTFCFg8qhM2a,51
Ice Nine Kills,Rainy Day,Welcome To Horrorwood: The Silver Scream 2,2021,3AkCkuC8LuRFEnvyKBQUOg,58
Black Label Society,Funeral Bell,The Blessed Hellride,2018,1liSJuUBSJ7x5k0pYl48gM,55
Wind Rose,Drunken Dwarves,Wintersaga,2019,4qxK1lnNoYm1kevG69mhHU,51
TOOL,Fear Inoculum,Fear Inoculum,2019,39zWYYZStDgWi32sOU9AX4,56
A Day To Remember,Miracle,Miracle,2022,2ah5gOCogw00A62XBoepmc,59
Nightwish,Noise,HUMAN. :II: NATURE.,2020,0RZVAhyB8vhxQz6ITjiuyA,52
Beast In Black,Bella Donna,Dark Connection,2021,2RBmZvz4VWQdUrgGPBmzjL,51
Spiritbox,Sun Killer,Eternal Blue,2021,0qZ03ABKZsGbGhvh1zbbil,58
Breaking Benjamin,Blood,Ember,2018,7gQ7DfSSc3b8e4cHtFnDxu,58
Rammstein,Deutschland,Deutschland,2019,1T8IRUJBga0JXioJZvxjBR,54
Five Finger Death Punch,AfterLife,AfterLife,2022,40gGeC397vLmz4eETZDSrG,58
Architects,Hereafter,Holy Hell,2018,3VGheGbJrEnGvwteXNBDNt,51
The Warning,Dust to Dust,Queen of the Murder Scene,2018,3byoK5Yi2YT9Gcc4xS8qKE,51
Polaris,All of This Is Fleeting,The Death of Me,2020,6V5RvNdSqdEDshRKhsiCEH,57
Bad Omens,bad decisions,THE DEATH OF PEACE OF MIND,2022,6nbLpQF1os2DiEW8PDSK1e,58
Judas Priest,Lightning Strike,Firepower,2018,6qopop1Rc9r1RjEIBQhc8d,47
MAXIMUM THE HORMONE,HAWATARI NIOKU CENTI [2-hundred-million-centimeter-long blades] - TV edit,HAWATARI NIOKU CENTI [2-hundred-million-centimeter-long blades] (TV edit),2022,1lySGuhlcZUJxLA5W5Bo7k,51
Architects,Impermanence,For Those That Wish To Exist,2021,3p7qbTzPf4jKeEEwy765sI,51
Bring Me The Horizon,DiE4u,DiE4u,2021,2gT72HL4Y84K2Mle3miAMJ,56
Red Hot Chili Peppers,White Braids & Pillow Chair,Unlimited Love,2022,62MNMZaNTYWqjsD0Isce0l,51
Bring Me The Horizon,medicine,amo,2019,3GHtEaicELsTViK08EXEQQ,56
Northlane,Clockwork,Obsidian,2022,0W9ZFdjumKClsj0UhYYnP3,49
BABYMETAL,BxMxC,BxMxC,2020,2HEM4wcGP2nFT1Z2i6jtvo,54
Rammstein,Sex,Rammstein,2019,15f16lrsDzFeNpHYBTzHLI,54
Bring Me The Horizon,Parasite Eve,Parasite Eve,2020,5OxclJsdFESni44YlpNpkR,55
The Warning,Narcisista,Narcisista,2019,7ECZGiOoEPSxnPBU25Tc3f,50
The Halo Effect,Shadowminds,Days Of The Lost,2022,3Zoi4yRZUi3HUB1mFRubXu,48
Gojira,Another World,Fortitude,2021,7cRGgrQ9eg8V8A4FsSj020,53
Beast In Black,Hardcore,Dark Connection,2021,1kKzLv3w7I5NXzEtWkSzi4,51
Sleep Token,Mine,This Place Will Become Your Tomb,2021,3mkxroy1t6J9HGywwjjE5a,61
Sleep Token,Dark Signs,Sundowning,2019,39I8byKcHBzTQbtbxTBSM7,61
Disturbed,No More,Evolution,2018,0IdNBZt0O8R9qBgezYFGOi,54
Sleep Token,Sugar,Sundowning,2019,6kxSspYgCP6DmpLwqmrZ3O,62
Escape the Fate,Broken Heart,I Am Human,2018,0lKNxyT9fCChvnnjthRVkb,58
Three Days Grace,The Mountain,Outsider,2018,5adBpeh1CjHAzlM2i8nYFR,57
Brothers of Metal,Powersnake,Emblas Saga,2020,6FUXgvzbMrMCzAuYGIiGIl,52
Dynazty,Presence of Mind,The Dark Delight,2020,59S8Ygd3NlTfadqCyBiKDz,50
LANDMVRKS,Suffocate,Lost in the Waves (The Complete Edition),2022,3BzrV9GCvaCr4m7N2FvNvK,55
Red Hot Chili Peppers,Peace and Love,Return of the Dream Canteen,2022,3W2reBya7FkjHCP1B2nmQr,51
I Prevail,Self-Destruction,TRUE POWER,2022,4UhMvTR5tHf2ecfoz0KV92,60
Rammstein,Meine Tränen,Zeit,2022,0qGZkkxnyfGrUBLflKwBQG,55
Until I Wake,Self Medicated,Until I Wake,2021,3Rho0TjpvbauID06XhM9aO,54
Sleep Token,The Love You Want,This Place Will Become Your Tomb,2021,4lVVewXw4g8hB7sldQyJiL,61
Judas Priest,Firepower,Firepower,2018,3uDNzcGyRINKSFedKCvEwB,47
Metallica,Enter Sandman - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021,3DwQ7AH3xGD9h65ezslm6q,51
Avantasia,Kill The Pain Away,A Paranormal Evening with the Moonflower Society,2022,6gsibCeNm8fOruuYoLRRch,45
Sabaton,Seven Pillars of Wisdom,The Great War,2019,6kiASFX63DwJ7grwKG2HUX,52
Motionless In White,Disguise,Disguise,2019,6LNKeK9iJ66iwe16VxG43H,56
DragonForce,My Heart Will Go On,Extreme Power Metal,2019,6mW8R3ISA12gqlZVevDGAh,45
Motionless In White,Cyberhex,Scoring The End Of The World,2022,2vNUATEUKbavRo2gMjHs2S,56
Sleep Token,Give,Sundowning,2019,1LzRiE4LCTF80qZectiltH,61
In Flames,Stay with Me,"I, the Mask",2019,6G7KraD6OUZ8lSMfgjiPr5,50
Dayseeker,Sleeptalk,Sleeptalk (Deluxe),2019,53Ssvy5Rww0BPTtOw375zW,61
Mystic Prophecy,I'm Still Standing,Monuments Uncovered,2018,1W3MwccJb5HWtFgn0Xhd8D,48
Amaranthe,Viral,Manifest,2020,23nQ0OXajph2n9yzYjP7Hs,51
Machine Head,Circle The Drain,Circle The Drain,2020,61nq0jg2PYWxUUiarofGBI,50
Metallica,Nothing Else Matters - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021,6QAsrXPnMSXIbV0yEJHlEX,48
The HU,Wolf Totem (feat. Jacoby Shaddix of Papa Roach),The Gereg (Deluxe Edition),2020,39ki02XRiCpXJMGKU8CqDJ,57
Bloodywood,Gaddaar,Rakshak,2022,3Kj2M9gRU1Lwf5eiNjBtBp,52
Beast In Black,No Surrender,From Hell With Love,2019,7HFcQTJxiiwTxrdvUIrWJk,48
Bring Me The Horizon,wonderful life (feat. Dani Filth),amo,2019,0ceW5TkemJUEmJERavfqQq,55
Chris Cornell,Patience,No One Sings Like You Anymore,2020,0cMyMeOTBeweBZRfP6MJ6e,54
Volbeat,Die To Live,"Rewind, Replay, Rebound (Deluxe)",2019,7u9r4j7KSMW5yLsgjLRZGZ,51
Polaris,Hypermania,The Death of Me,2020,1bmDf8qcqTcwAgWKpFIF8K,56
Amaranthe,82nd All the Way,Manifest (Bonus Version),2022,6bOqyWrlfam8oKITkqFrcP,50
Bring Me The Horizon,mother tongue,amo,2019,5IwUFTiNkarb5HEtNRtRtc,56
Metallica,Master of Puppets,"Stranger Things: Soundtrack from the Netflix Series, Season 4",2022,799XxzSlWNYkuWJxUbuGnF,53
Miracle Of Sound,Valhalla Calling - Metal Version,Valhalla Calling (Metal Version),2021,5no8377qvCNtxsaTKR6WUt,52
We Came As Romans,Plagued,Darkbloom,2022,6xC8tcFBMMjJIyfPw66lDF,55
Rammstein,Schwarz,Zeit,2022,2UK4qw712yzFh8vYYJGv2B,53
Apocalyptica,Live or Die (feat. Joakim Brodén),Live Or Die (feat. Joakim Brodén),2020,2tSyGmqhFvYongMdFaQNe3,52
Caskets,Hold Me Now,Lost Souls,2021,0JWpbl3Ppr71ONy6VDP5vu,57
Sleep Token,Higher,Sundowning,2019,2S4q08im3SvocGZulxj2cP,59
Megadeth,We’ll Be Back,"The Sick, The Dying… And The Dead!",2022,1Ap9wotYS99H8R17VONySZ,50
Rammstein,OK,Zeit,2022,1l0arEkM2grgUYMim5SggS,52
Arch Enemy,Handshake with Hell,Deceivers,2022,4jPU94aF0U2PMNN0aBnhgX,49
Rob Zombie,The Satanic Rites of Blacula,The Lunar Injection Kool Aid Eclipse Conspiracy,2021,1JeGX4cixemJfBJl6XGQES,56
Dynazty,Waterfall,The Dark Delight,2020,4vdcD3AH3bhRN5nJVYZVsF,49
Majestica,Metal United,Metal United,2021,2J39E5ALx4hS1WkhWl6qXu,48
Lorna Shore,Of the Abyss,...And I Return To Nothingness - EP,2021,3wzAXBZ6mhuYEzf2IJAbDc,55
Motionless In White,Thoughts & Prayers,Disguise,2019,0y0v0SDevDcGW5rsDElup3,56
Guns N' Roses,Sweet Child O' Mine,Greatest Hits,2020,6DtmnN7wK6m8dI8UNaz3sG,46
Slipknot,The Chapeltown Rag,"The End, So Far",2022,5jeh4hwbQJnnAJHZV9fqeo,53
Marilyn Manson,God's Gonna Cut You Down,God's Gonna Cut You Down,2019,0FkcmHJOsWE80rlpzfT0Pq,51
Beast In Black,Blade Runner,Dark Connection,2021,0HlhtIdbSWSKW9DU5sXeFX,49
Amaranthe,Fearless,Manifest,2020,3nOOZwg5oYZQI86kPeEYrS,50
Slaughter to Prevail,Bonebreaker,Kostolom,2019,4TV4Hz8egoZ0x1S3h8kQ7G,54
Bad Wolves,Sober,N.A.T.I.O.N.,2019,4fqmCurSlIJRhPlCjPqGhK,59
Cyhra,Out of My Life,No Halos in Hell,2019,0meKbAXQpVUTzoTXzT2TT9,47
Volbeat,Becoming,Servant Of The Mind (Deluxe),2021,0t7DV1EAMVC6y3LpW6IuLk,51
Battle Beast,Wings of Light,Circus Of Doom,2022,69Tm9WdAS2Y74e99YBfZOE,48
Bring Me The Horizon,Ludens,POST HUMAN: SURVIVAL HORROR,2020,4xWirulal0kGikFE3WSU75,53
Shinedown,DEVIL,ATTENTION ATTENTION,2018,2hEYslbdYWFSIA6JboUvnR,61
Rammstein,Lügen,Zeit,2022,1LvyuaK3gMkd4MLxSEf9MO,52
Red Hot Chili Peppers,Fake as Fu@k,Return of the Dream Canteen,2022,7cpC2EuFMexgy392K13RZb,50
Volbeat,Temple Of Ekur,Servant Of The Mind (Deluxe),2021,1SsCpBXMHUYlrHR7Hozgvu,51
Aviana,Obsession,Corporation,2022,2seCTXhgGEYnvJGBl90MWF,50
Arion,At the Break of Dawn,Life Is Not Beautiful,2018,7Afg7GsTbQa9WWbFQINevi,48
Slaughter to Prevail,1984,1984,2022,7LG0FEpKoKvHCv1S6FUrBY,54
Falling In Reverse,I'm Not A Vampire - Revamped,I'm Not A Vampire (Revamped),2021,5aoBuRB9lHxCh1J25wTPhQ,51
Crown The Empire,BLURRY (out of place),Sudden Sky,2019,5Zls4RuRbomkrthG1p18Tc,52
Slipknot,Birth Of The Cruel,We Are Not Your Kind,2019,7I6p0xNYahHpUUXj785URX,54
Elvenking,Silverseal,Reader of the Runes - Divination,2019,4OYKwmJzQxgbJ4JlcqBmF0,46
Bloodbound,Rise of the Dragon Empire,Rise of the Dragon Empire,2019,3JqeGhxwgyVDdO9T8kUeda,47
Bad Omens,IDWT$,THE DEATH OF PEACE OF MIND,2022,0GRvh5JoEwVel4qDsbqmNb,55
Limp Bizkit,Dad Vibes,STILL SUCKS,2021,2ppAkaBj4vaL0qsFm1TOKI,55
Memphis May Fire,Make Believe,Make Believe,2022,31iAZuJu1Obz239eDpMfee,57
Rata Blanca,La Leyenda Del Hada Y El Mago,Top Rock en español 90s,2020,10K029y3u73hxEbL0Zgs7x,47
TOOL,Descending,Fear Inoculum,2019,0aTiUssEOy0Mt69bsavj6K,53
LANDMVRKS,Self-Made Black Hole,Lost in the Waves (The Complete Edition),2022,2S4CpQrVL5ATJIZ543lrcH,50
Accept,Overnight Sensation,Too Mean to Die,2021,72oOQDBjss2PKcKvXEsVfF,42
Beast In Black,No Easy Way Out,From Hell With Love,2019,3vrbqBTavQ6vIjr2HpzCfB,48
Motionless In White,Scoring The End Of The World (feat. Mick Gordon),Scoring The End Of The World,2022,0Tkgl0sQyr6QO0IGmS8aa5,54
Ice Nine Kills,Funeral Derangements,Welcome To Horrorwood: The Silver Scream 2,2021,1m2kn7VbKCD7jKaDq975SQ,56
Alestorm,P.A.R.T.Y.,Seventh Rum of a Seventh Rum (Deluxe Version),2022,3RsKNR9GMIaMADAxpPRLmG,49
Jimi Hendrix,Jungle,Both Sides of the Sky,2018,4f5nUYzeUioPwNbz2mGx5S,52
Three Days Grace,Lifetime,EXPLOSIONS,2022,19dNZyDyw00aKgr6S0Os6e,56
Gojira,Our Time Is Now,Our Time Is Now,2022,0dDs144SVansAFynvKYQMW,49
Red Hot Chili Peppers,Here Ever After,Unlimited Love,2022,0zckHMfaB6vT5o23ZVBLHJ,50
SiM,Devil in Your Heart,"THANK GOD, THERE ARE HUNDREDS OF WAYS TO KiLL ENEMiES",2020,3w8qOAwbHF6zYeYT7pj7DI,50
Three Days Grace,Somebody That I Used to Know,Somebody That I Used to Know,2020,100lHmeZbp3OvinYgotmVc,54
Bring Me The Horizon,Teardrops,Teardrops,2020,3aniWcwiiYKHpm3F5TdeKD,55
Slipknot,Critical Darling,We Are Not Your Kind,2019,3XFaGEb6daqdj39ThpJ2XI,54
Black Veil Brides,Scarlet Cross,The Phantom Tomorrow,2021,098MjOfQMOjxqKkoewErxV,54
Currents,Let Me Leave,The Way It Ends,2020,4xDcGgOzoQq5Jrfa2gkY03,57
I Prevail,Bad Things,TRUE POWER,2022,3jTWNaSfBQvv3HPTqQjkkM,57
Architects,Royal Beggars,Holy Hell,2018,50xyeJL2Hs9FDgtI1ROeB0,49
Memphis May Fire,Blood & Water,Make Believe,2022,0cyRTLChgQDVxrHqI6uHtC,56
Ice Nine Kills,Welcome To Horrorwood,Welcome To Horrorwood: The Silver Scream 2,2021,584YRYWhvXFXCFrktLNCpG,56
Sabaton,Race to the Sea,The War to End All Wars,2022,5xsF9hH7BTnX6liiWS8Dfb,52
Sabaton,Race to the Sea,The War to End All Wars,2022,5xsF9hH7BTnX6liiWS8Dfb,52
Bad Wolves,Learn To Walk Again,N.A.T.I.O.N.,2019,7hNxx6bokdjR2GDBxrgLGO,56
Five Finger Death Punch,Gone Away,And Justice for None (Deluxe),2018,73P5wYuZ1bsz0ZjsZiaSw2,51
LANDMVRKS,Death,Lost in the Waves (The Complete Edition),2022,2e9HC16cEYxDnj4QAmsYi4,53
The Pretty Reckless,Death by Rock and Roll,Death by Rock and Roll,2021,18DJQsejI5e1ZwO2wyuP2g,50
TOOL,7empest,Fear Inoculum,2019,0gGfmw4csswZmFPj9YK8GW,54
Iron Maiden,Hell On Earth,Senjutsu,2021,19Z0EtM84F2Wbw17KPD88o,49
Gloryhammer,Fly Away,Fly Away,2022,0KRMfSzkY5G4ORX2jJDX9E,47
Ice Nine Kills,The Shower Scene,Welcome To Horrorwood: The Silver Scream 2,2021,0sZ7125n1GTxvrq0anThNy,57
Malevolence,Keep Your Distance,The Other Side,2020,1LnId5vVcxflSKqF7VbdNY,49
Dayseeker,Without Me,Dark Sun,2022,7oGCVuPEyp6m6DhXkU5Pfs,59
Pentakill,Lost Chapter,III: Lost Chapter,2021,207K1MXwebxpXDS43OazOU,48
Disturbed,A Reason to Fight,Evolution,2018,78ObTPtTR1gQ1b6tcVeBdA,53
Powerwolf,Dancing with the Dead,Call of the Wild (Deluxe Version),2021,1XyaC0j83whAn7Cpv66Duq,49
Therion,Litany Of The Fallen,Leviathan II,2022,2FSiK95QHH9brWSaO8KlxZ,44
Brothers of Metal,Njord,Emblas Saga,2020,3z3NxilFXnpdwl2zBhENmB,49
Scorpions,Rock Believer,Rock Believer (Deluxe),2022,2aTfmRBiYginQLFD4e5cie,46
Skindred,That's My Jam,Big Tings,2018,5q8PArV4Tbt6efvP7qxp0u,49
Parkway Drive,Darker Still,Darker Still,2022,37O5phPvMfJZBIscgXlw4a,48
Sabaton,Dreadnought,The War to End All Wars,2022,332KBZuHbSZ2hrlkAh0GYT,53
Bad Wolves,If Tomorrow Never Comes,Dear Monsters,2021,0OzYhueF403FBct7orzGEg,56
Black Label Society,Suicide Messiah,Mafia,2018,7ex3AmxCTBz3zXLx6hWy5q,53
Ghost,Respite On The Spitalfields,IMPERA,2022,0e0VwnPz0jVqov6z5SVVqr,51
Five Finger Death Punch,Blue On Black,A Decade of Destruction Vol. 2,2020,53S6LBUl9MUX5uWcToKSHw,52
Sabaton,Father,Weapons Of The Modern Age,2022,6pPCkAzVYapjObH73BWu9t,53
Iron Maiden,The Time Machine,Senjutsu,2021,2orfmTbBQtEI1wpukVt40z,48
Lamb of God,Ditch,Omens,2022,6V4k01Xr3HsVrfqUyQSIqt,47
Iron Maiden,Death Of The Celts,Senjutsu,2021,2Ks5ndUJWiUEQEZ3ttIhFa,48
Beast In Black,Unlimited Sin,From Hell With Love,2019,2AVFBfR4LukSzUD96dbT0z,47
Sleep Token,The Night Does Not Belong To God,Sundowning,2019,4f93GSR5GQfvwPWdPwMZlD,59
Ghost,Watcher In The Sky,IMPERA,2022,5ZZfo37znoAbkxbrt5YvJD,51
Bad Omens,Careful What You Wish For,Finding God Before God Finds Me,2019,2gtmkmCRxmQFAr2xOPTdBo,54
Foo Fighters,Waiting On A War,Medicine At Midnight,2021,4tA8lpQoWkMRWOZ29HbR86,49
Attack Attack!,All My Life,"Long Time, No Sea (Expanded Edition)",2021,60ICDcC995UF0nu85r75qV,50
The Plot In You,THE ONE YOU LOVED,DISPOSE,2018,556JR8TWeOKA0OH9MJKb6B,56
Savage Hands,Demon,The Truth in Your Eyes,2020,5u2t394YumuXAnHT2lr4Wj,52
Five Finger Death Punch,Inside Out,F8,2020,163Kb2pSLLduhfbO6Zn0sL,54
Parkway Drive,Ground Zero,Darker Still,2022,04xV6DzDzE7TgWQKBGaC5E,48
blink-182,Darkside,NINE,2019,39n1y2JqVOPIdfUeLqzgfl,52
Nickelback,Those Days,Get Rollin',2022,5ZQSKzxwW86JEosVUWDoRm,55
Follow The Cipher,I Revive,Follow the Cipher,2018,6Yq1qzrckTcLowsDyS5xKe,49
Ice Nine Kills,Stabbing In The Dark,The Silver Scream,2018,7H5q9RsWBDRrKq2qCdv2HG,55
Slipknot,Red Flag,We Are Not Your Kind,2019,4SsgF844NGbl7UFcymqWKy,53
Wind Rose,Fellows of the Hammer,Warfront,2022,2RyG06POk4ybd4B0CZC02k,48
Architects,Giving Blood,For Those That Wish To Exist,2021,5OVb8VkoO9ZYG64ngOPZpW,48
Powerwolf,Killers with the Cross,The Sacrament of Sin,2018,6OrMblzPzh6Z0pIKVeWwd3,48
Disturbed,Are You Ready,Evolution,2018,4zvqMZ6g4wKZaPpOQvoBpP,54
Of Mice & Men,Obsolete,Echo,2021,0FCY8j3JRrZ2ynRUdMK9pS,55
Rammstein,Weit weg,Rammstein,2019,0sMmtnF7by7WPNeRXCam9H,52
Bad Omens,Miracle,THE DEATH OF PEACE OF MIND,2022,6zmpNKzUeuldTRYbVZwnrq,54
We Came As Romans,Golden,Darkbloom,2022,4ptzVhD7TWh4aBkhWEzz0o,54
Metallica,Nothing Else Matters - Live,S&M2,2020,4nvFgshg9sO9YVnlKgQysN,41
Bring Me The Horizon,nihilist blues (feat. Grimes),amo,2019,1JdWRS3PBZlSgKcPKcULtr,52
Electric Callboy,MC Thunder II (Dancing Like a Ninja),MMXX - Hypa Hypa Edition,2021,10TVQRxEOS3LEIMmSWsRZq,48
Ghost,See The Light,Prequelle,2018,7HbyELpx9fepfB4Flz20CG,45
Powerwolf,Beast of Gévaudan,Call of the Wild (Deluxe Version),2021,0jLyykA9QqdJbwgsVL9YVh,48
Accept,The Best Is yet to Come,Too Mean to Die,2021,0ojGXbSAH6INkZX24Kfs2u,45
Amon Amarth,Raven's Flight,Berserker,2019,1I0bU6iuH1Ct9qikfDZyJV,48
Brothers of Metal,Brothers Unite,Emblas Saga,2020,0Hg6cD0VepM1bnjl0lObQ3,49
FEVER 333,BURN IT,STRENGTH IN NUMB333RS,2019,2j02RtZz6v53FRw4oWliZf,49
Shinedown,MONSTERS,ATTENTION ATTENTION,2018,1qAuIPMALdFtGv2Ymjy5l0,63
Sabaton,Steel Commanders,Steel Commanders,2021,3sXsIBIFutSSMc2V4WCknY,51
Light The Torch,Calm Before the Storm,Revival,2018,3dhDN3hilhqEursIIg8Xko,52
Black Label Society,Fire It Up,Mafia,2018,4bfTK8ATbX3wL5M25OiUVZ,52
Avantasia,The Wicked Rule The Night,A Paranormal Evening with the Moonflower Society,2022,1Bw8wIK7LkLzEcN5tIzBaV,42
Bullet For My Valentine,Letting You Go,Gravity (Deluxe Edition),2018,4h7Sc2UWOxz07UmQ60kQNQ,52
Lorna Shore,"Pain Remains II: After All I've Done, I'll Disappear",Pain Remains,2022,7IpJQhwrB4OYTYwOCiOxIs,55
Polaris,Masochist,The Death of Me,2020,2a05MFdR1vtm8QVKFs1SGn,54
Burn The Priest,Honey Bucket,Legion: XX,2018,5c6AVCCGLj8PUEdDhglR7k,46
Kataklysm,Narcissist,Meditations,2018,55oksqIJzQHW604TLqYoCI,45
Iron Maiden,Senjutsu,Senjutsu,2021,5aCPxXIBHYa2t6BXhKA6o7,45
coldrain,Bloody Power Fame,Bloody Power Fame,2022,6oshufDccwvnIwKCvKayb6,48
Architects,Dead Butterflies,For Those That Wish To Exist,2021,2XdcUAsMCuNMaWLmXIhdjW,49
Volbeat,Leviathan,"Rewind, Replay, Rebound (Deluxe)",2019,4M7oDScM3tWQUpQcegjPuI,50
Currents,Kill the Ache,The Way It Ends,2020,1zNBVe8QG37iPLLQHlUS2u,56
Tungsten,On the Sea,Bliss,2022,6FUCrm8OIllOnQ3UCoa296,45
The Offspring,Behind Your Walls,Let The Bad Times Roll (Deluxe Edition),2021,0bfpMVuGjXbkZonmvymDSv,44
Limp Bizkit,Out Of Style,STILL SUCKS,2021,06nmwVr0Ev16QnVXsQXSf1,51
Sleep Token,Like That,This Place Will Become Your Tomb,2021,15cTEbiZNdgBr22kefKehi,58
Avantasia,Starlight,Moonglow,2019,63fBEvbvxbSwVOOPS9Ik4l,42
Epica,Abyss of Time - Countdown to Singularity -,Omega,2021,627pEZNVSQ3iUyvOoxXVUw,47
Villain of the Story,Losing Control,Divided,2022,10K74dbHDqw7hmtSmLfs7t,52
Crush 40,Live & Learn,Driving Through Forever -The Ultimate Crush 40 Collection-,2019,5tUfJOqyiROxClednTF2FC,53
Bad Omens,What do you want from me?,THE DEATH OF PEACE OF MIND,2022,5vf08i7oQHGPKFAkSxJBcv,53
Nickelback,Skinny Little Missy,Get Rollin',2022,7okAszmL6H3YM6mtX5TZYW,60
Amon Amarth,Shield Wall,Berserker,2019,0gU58a8WjPaEG3Dt56i4Fr,49
Godsmack,Under Your Scars,When Legends Rise,2018,3VePARjg5ortw4ZfCKj0m3,51
blink-182,I Really Wish I Hated You,NINE,2019,6KWcq5p0wsz97N3eoRUSH6,52
Make Them Suffer,Erase Me,How To Survive A Funeral,2020,5cMFx71y17k8hLI7Bg44Rq,56
Spiritbox,Blessed Be,Blessed Be,2020,6EJwjtqOu69c0NRAk4RRcA,55
Bad Omens,Said & Done,Finding God Before God Finds Me,2019,1HU18lvcOphXiyKLkaMCSy,53
Ghost,Twenties,IMPERA,2022,3nae2T5GQuCVugpECx98K9,49
The Warning,Z,ERROR,2022,4L8rZacefAFsbYBI6iqQgz,47
Bring Me The Horizon,Obey (with YUNGBLUD),Obey (with YUNGBLUD),2020,7fQox8Ere1HDm0jhSnsFHu,51
Battle Beast,Eye of the Storm,Circus Of Doom,2022,5GKkwG5vl13DHxcUxFBSTm,46
Sabaton,Christmas Truce,Christmas Truce,2021,5FaSqONiGaXC0LwQRSYgJq,53
The Rasmus,Jezebel,Jezebel,2022,2NehRqeFiEGV72lFfqJGUn,41
Bring Me The Horizon,heavy metal (feat. Rahzel),amo,2019,6baGTtDakSNvUfW3FJd8yX,53
Motionless In White,</c0de>,Disguise,2019,3p3t4C8mvtZrFBRs6OE7eY,52
Parkway Drive,Soul Bleach,Darker Still,2022,3kRGiGpjCFS7CtEBSfHNH0,47
Parkway Drive,Soul Bleach,Darker Still,2022,3kRGiGpjCFS7CtEBSfHNH0,47
Architects,Meteor,For Those That Wish To Exist,2021,0d2mj7p92bZEckjowsc1a4,48
Queens of the Stone Age,No One Knows,Festival Anthems,2018,79Qz2xNMjm0IktJAARpQoR,49
Bad Omens,Who are you?,THE DEATH OF PEACE OF MIND,2022,1Gr0kbo4cgxYmhJa2lZX1a,52
Bullet For My Valentine,Radioactive,Gravity (Deluxe Edition),2018,41m0IIkRmasSewpmbQs9L0,52
The Offspring,Christmas (Baby Please Come Home),Christmas (Baby Please Come Home),2020,3FaUJo1nrRUm51tc4nldkg,49
Battle Beast,No More Hollywood Endings,No More Hollywood Endings,2019,4LlEtj8I2XUhkrXFzBBtFJ,46
BABYMETAL,Oh! MAJINAI,Metal Galaxy,2019,76dja7paUGzUDhDO4ybyoT,42
Deftones,Ohms,Ohms,2020,0h6vLT1rLneoc5I4sOxvB1,57
Marilyn Manson,HALF-WAY & ONE STEP FORWARD,WE ARE CHAOS,2020,7s3PQhTozVjOx3Kfm2rPbw,46
Skindred,Gimme That Boom,Gimme That Boom,2022,4QbvKaOOsRXSUT0ySto5Ks,47
Sleep Token,Blood Sport,Sundowning,2019,30uhVtb7vfBoUkyGpcvYGJ,58
Sum 41,Catching Fire (Acoustic),Order In Decline B-Sides,2019,5ULYE2LqN7zp0uCNWG1CHA,45
Five Finger Death Punch,Times Like These,AfterLife,2022,6bo13cPb5M0B6LhQEl0A3E,55
Kreator,666 - World Divided,666 - World Divided,2020,2OsCkXO8524Qxwe1pR3eAb,44
Skillet,Save Me,Victorious,2019,4REoG68IFlZyqVAaUwmUl0,51
Guns N' Roses,Shadow Of Your Love,Shadow Of Your Love,2018,5tqSUxm3Wpql0dlLMrIAp1,45
While She Sleeps,ANTI-SOCIAL,SO WHAT?,2019,7f6X7zERAXAbIYVLizIZ3O,47
Guns N' Roses,November Rain,Greatest Hits,2020,58MgzMT2XiAGTdSiz2i7CT,46
Three Days Grace,Infra-Red,Outsider,2018,6oe2HcrgnNU66Eyq8BY45Z,54
Memphis May Fire,The Fight Within,Remade In Misery,2022,29ySfQsz4Zu0xmMyQ3oR6J,51
The Ghost Inside,Aftermath,The Ghost Inside,2020,6kjEZNcvRZZW1h4E6x8HJD,48
Spiritbox,Rotoscope,Rotoscope,2022,5LJmf4fMXEvO1PdlCBKwRz,53
Grailknights,Pumping Iron Power,Knightfall,2018,5tFXlskOVOGqTZousZsgh0,47
Volbeat,Last Day Under The Sun,"Rewind, Replay, Rebound (Deluxe)",2019,6QrC8IQV29mwLgLMW1zGmm,51
Slipknot,Adderall,"The End, So Far",2022,1PcANFoqnDsexSHXpWrn8Q,51
Slipknot,Hive Mind,"The End, So Far",2022,60knpe02nSLudHQYX2FZBI,51
Trivium,Catastrophist,What The Dead Men Say,2020,3fnqNxjN7o0tJe7zOQZV68,48
Neru,ロストワンの号哭,Kagaminext feat. 鏡音リン、鏡音レン ―10th ANNIVERSARY BEST―,2018,7bjO3BMl5ps63mpPMfhPDC,53
Alcest,Sapphire,Spiritual Instinct,2019,5DFnmcshyxsonqTvanqZPY,47
Powerwolf,Fire & Forgive,The Sacrament of Sin,2018,3mvpP1Pp34joJxGDq11ECz,47
Soilwork,Stålfågel,Verkligheten,2019,4HOVQhtjFCRGY9PnsLoR86,49
The HU,"Sugaan Essena - Original Music from ""Star Wars Jedi: Fallen Order""","Sugaan Essena (Original Music from ""Star Wars Jedi: Fallen Order"")",2020,4hArxLcGoeEMYHzqfgffT4,49
