artista,cancion,album,año,genero,spotify_id,popularidad
The Plot In You,Too Far Gone,Swan Song,2021,metal,00Z2fJODQOFZHIO93mJBBV,42
Veil Of Maya,Viscera,Viscera,2021,metal,2jMPFY1jaGEg1RnX5iHGdw,38
Volbeat,Dagen Før - Michael Vox Version,Servant Of The Mind (Deluxe),2021,metal,4uK6A7f2lZVcX1MJRsy22e,32
The Warning,CHOKE,CHOKE,2021,metal,4u7RK85A85XeymVXiwtv0a,32
Crazy Lixx,Rise Above,Street Lethal,2021,metal,25UKysqMqPb2dWLHr7pAKy,26
Metallica,The Struggle Within - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021,metal,2WbgyLfHBiukZ78V56qsvT,32
Asspera,Vecinos de Mierda,Garcha2 X To2 La2,2021,metal,1VzbGdbmwGKMYkFZLjqqrc,30
Ninkharsag,The Dread March of Solemn Gods,The Dread March of Solemn Gods,2021,metal,42DjC6DsZfy4CUXpQtGWAa,34
Dragony,Gods of War,Viribus Unitis,2021,metal,4ouAusobFIUay5sNwsnVQ4,28
Bullet For My Valentine,Shatter,Bullet For My Valentine,2021,metal,4236WBOW7orGsRDtbKqz0y,37
Bullet For My Valentine,Death By A Thousand Cuts,Bullet For My Valentine,2021,metal,0syRip3WdI2xYjzum5wUbW,36
Tremonti,Now and Forever,Marching in Time,2021,metal,5DLAeulXWD5LyTbkPCXtLy,33
Annisokay,Bonfire of the Millennials,Aurora,2021,metal,365cEt3ziuTlra72UnGQ67,35
Trivium,In The Court Of The Dragon,In The Court Of The Dragon,2021,metal,4XUbRHf92kd5Gd8DS6iWqw,33
Kanonenfieber,Grabenlieder,Menschenmühle,2021,metal,5ljzbADLpCEqkQmZwTtIEz,37
Brand of Sacrifice,Enemy,Enemy,2021,metal,2sjE0P1Qtnhx8cIMyTynic,38
Bloodred Hourglass,Drag Me the Rain,Your Highness,2021,metal,7kip0iqaszmNBCoX7y9yjM,36
Rob Zombie,Shadow of the Cemetery Man,The Lunar Injection Kool Aid Eclipse Conspiracy,2021,metal,6AE0zfXVuVX6iD06Cl58e6,38
Swallow The Sun,Moonflowers Bloom in Misery,Moonflowers (Deluxe Edition),2021,metal,1aE3j2yUjvfeUexBdMDKHA,35
Volbeat,Return To None,Servant Of The Mind (Deluxe),2021,metal,6L5conHtAlBCkAlvAP1luD,32
Manntra,Ori Ori,Monster Mind Consuming,2021,metal,7xl2RRRKy0Q7oldxpPpfVK,37
Dan Vasc,Kiss from a Rose - Metal Version,Kiss from a Rose (Metal Version),2021,metal,6zxuUfwTtYNanE3ezqfAVK,34
Warmoon Lord,Virtus Tenebris,Battlespells,2021,metal,4dPykjD3AZOMacveUVLL2o,33
Massacre,Fate of the Elder Gods,Resurgence,2021,metal,6dQgEXeoHy8G3Ojr3aNEQt,33
Daughtry,World On Fire,Dearly Beloved,2021,metal,7ufw2AvrztmY9Y8pU41FfK,39
Siamese,Home (feat. Drew York),Home,2021,metal,1ynGvKDb3OazVDEh5iqyN6,33
Sum 41,"Catching Fire (feat. nothing,nowhere.)","Catching Fire (feat. nothing,nowhere.)",2021,metal,0M0iDfjwyJwRWBS1Wpocd5,32
Lordi,Merry Blah Blah Blah,Merry Blah Blah Blah,2021,metal,1OOPUbMuiP64MSWZUNWNJd,38
SKYND,Michelle Carter,Michelle Carter,2021,metal,3tQciZX2FPNrROtSJSj6Wg,33
Knocked Loose,Contorted in the Faille,A Tear in the Fabric of Life,2021,metal,6iJlAkHTBLvpGbC2esrooJ,39
Metallica,"Fade to Black - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021,metal,34vauVAZOS50cmH9td2JYv,31
Metallica,"Master of Puppets - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021,metal,5mvIBweLdY22BBD1mwn239,29
The Offspring,Guerre Sous Couvertures,Let The Bad Times Roll (Deluxe Edition),2021,metal,7rvMiUdcK3cmxSNaFG8KxB,29
Unto Others,Heroin,Strength,2021,metal,7MaP6xY4sG6aOTImzoQW1f,33
Cannibal Corpse,Necrogenic Resurrection,Violence Unimagined,2021,metal,77QKNMGwlnzxsTZPYfByMu,36
Massacre,Return of the Corpse Grinder,Resurgence,2021,metal,6V3LtoTpJXpPvbZFLaYA5V,33
Knocked Loose,Permanent,A Tear in the Fabric of Life,2021,metal,2O5l5oMs2H5Zv88q6SUA1N,40
Rob Zombie,The Ballad of Sleazy Rider,The Lunar Injection Kool Aid Eclipse Conspiracy,2021,metal,2wY5AD0JnaANlabZbx2CFF,38
Daughtry,Dearly Beloved,Dearly Beloved,2021,metal,5UR2dSBGKuWNIwPmfmmis9,38
Daughtry,Changes Are Coming,Dearly Beloved,2021,metal,3SSflpFdIv5r6x2fOcQvrH,38
Metalite,Peacekeepers,A Virtual World,2021,metal,49UtB6XT2WWsiy1OwxQrk5,29
Crush 40,Knight of the Wind - Live,Sonic 30th Anniversary Symphony,2021,metal,0UC10VDQVTGbN8CotH3JRJ,34
Dying Wish,Until Mourning Comes,Fragments of a Bitter Memory,2021,metal,3ZJ2GSN0OBBqY0wfm3mhnc,41
Powerwolf,Dancing with the Dead,Call of the Wild,2021,metal,11DjaJRDstJpTC0VfuFDlz,30
Metallica,"For Whom the Bell Tolls - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021,metal,18t7ie4VHP7g5enIi7Ww5S,30
The Plot In You,Too Heavy,Swan Song,2021,metal,308QOHNEsmXzaEFQymIPi9,40
NanowaR of Steel,La Polenta Taragnarock (feat. Giorgio Mastrota),Italian Folk Metal,2021,metal,7ogWgZPAW3GyYJMcSJFlym,30
Born Of Osiris,White Nile,Angel Or Alien,2021,metal,6YnTThmosnud2DLTbXikPF,36
Our Last Night,HELL TO HAVE YOU,HELL TO HAVE YOU,2021,metal,75IgEto7grPuLZpqr1L1kQ,40
The Pretty Reckless,My Bones,Death by Rock and Roll,2021,metal,7pyZl2wA4UIZQ4gLwpzchU,32
Rise Against,Sooner Or later,Nowhere Generation,2021,metal,34XNNFplrGgjlVUS97EMeI,35
Resolve,Forever Yours,Between Me and The Machine,2021,metal,7e7meNa1AtJ1PGntydHkaZ,36
Blackbriar,Selkie,Selkie,2021,metal,7KmOdUvmCw5VQSXRt4qsef,33
Powerwolf,Alive or Undead,Call of the Wild (Deluxe Version),2021,metal,3OdjiboTFoyrNIKRkLswuD,35
Burning Witches,The Witch of the North,The Witch of the North,2021,metal,4V5RPGO7burCpqLYg3EFBj,28
While She Sleeps,NO DEFEAT FOR THE BRAVE,SLEEPS SOCIETY,2021,metal,6P3iAX1ofPx6LBNlJX3TWC,31
Volbeat,Domino,Servant Of The Mind (Deluxe),2021,metal,5w4fTZ6Wy3nCtf1Y27444y,32
Wage War,If Tomorrow Never Comes,Manic,2021,metal,3ft1FFY67pkJqUokA2t7ba,41
Sabaton,Metal Trilogy,Kingdom Come,2021,metal,64tkmxsz9nTd90iJy1tpc0,36
Këkht Aräkh,Night Descends,Pale Swordsman,2021,metal,7lddJnkY1evqrfFIBcxEaZ,37
Unfound Reliance,Gimme! Gimme! Gimme! (A Man After Midnight),Gimme! Gimme! Gimme! (A Man After Midnight),2021,metal,0d76QXv2R4RIvWWb2y1MIu,31
Papa Roach,Swerve (feat. FEVER 333 & Sueco),Swerve (feat. FEVER 333 & Sueco),2021,metal,6sqMWTs2o6ixteLAhQOTSC,40
Emigrate,FREEZE MY MIND,THE PERSISTENCE OF MEMORY,2021,metal,3t1BvaPhKaAeB6prR7sS7w,31
Brainstorm,Where Ravens Fly,Wall of Skulls,2021,metal,4XZJJdj1rxqgudjz1ZoCEA,24
ERRA,Divisionary,ERRA,2021,metal,6EoKKzNGIDSMqGUxBGbppJ,39
Trivium,Fall Into Your Hands,In The Court Of The Dragon,2021,metal,11lZjgn6hF9lySchqe75o4,33
Daughtry,Heavy Is The Crown,Dearly Beloved,2021,metal,2zZI9xXjyRs1tz0baebU2u,41
Orbit Culture,Mast of the World,Shaman,2021,metal,5f0xtgLgJW14fzD8Ij6Nj4,36
Melvins,I Fuck Around,Working With God,2021,metal,42JvB9gYvDKljyuE64cFVM,30
Dead by April,Collapsing,Collapsing,2021,metal,3ZiG3VBaqoQ5doSLLe5woP,34
Signs of the Swarm,Death Whistle,Absolvere,2021,metal,1vUjqIGapgMyAFXOLUrYHO,36
Knocked Loose,Return to Passion,A Tear in the Fabric of Life,2021,metal,29RS9qHsbVRT5vW8LS748Q,39
The Plot In You,Both To Blame,Swan Song,2021,metal,0xIUcDi0XmFCDw6MqT1Q8p,39
Like Moths To Flames,Ameliorate,Pure Like Porcelain,2021,metal,3CWWSvaMq0yia9P2vqTmUl,41
Blackbriar,Fairy of the Bog,Fairy of the Bog,2021,metal,1bonbXXlT83xzDsyKIc0Am,33
Evanescence,Better Without You,Better Without You,2021,metal,6nFt6XgvvCRweKbD2B3aPa,29
Archspire,Reverie on the Onyx,Bleed the Future,2021,metal,0Ond2khar20tMNRFf4pQR0,36
Our Last Night,drivers license,drivers license,2021,metal,03NcZJ2UKYAnGQk8zZBXDu,43
Until I Wake,Nightmares,Until I Wake,2021,metal,7K2Y8jAajJbplaWxQ5cTh5,41
Dropout Kings,GlitchGang,GlitchGang,2021,metal,3xoEy1AI2f3GANfoeBKyq9,43
Beartooth,Devastation,Below,2021,metal,6UKgDkCQ7Wv6DbpyvFor5q,42
Until I Wake,Less Of Me,Until I Wake,2021,metal,3djmus7IzQlXABWkW3cauX,43
Andrew Baena,The Blood Swamps,The Blood Swamps,2021,metal,0adsXJdRMoumQY1ECzEjWf,32
Mastodon,The Beast,Hushed and Grim,2021,metal,334K6B7IWJUFFWxWdYjdXq,33
Whitechapel,Lost Boy,Kin,2021,metal,13RQZpP6baWkHqIOZ1VXc8,38
Machinae Supremacy,Pendulum,Pendulum,2021,metal,4f5QttxDGLJB4UPXh1rHU1,34
Metallica,"Sad But True - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021,metal,2yHvDfttDN1WKFo62BEBQY,29
Nightwish,Music - Edit,Music (Edit),2021,metal,04kk8MFlGciFNMp5x7J9i6,30
Attila,Metalcore Manson,Closure,2021,metal,22Hv2NNMRemCg0ntMh0Sqc,37
Hypocrisy,Chemical Whore,Worship,2021,metal,3gONzcsHm2F7TXkPeW43kV,32
Bullet For My Valentine,Parasite,Bullet For My Valentine,2021,metal,5mPfdIgDAfHV6qxDEsKSO0,33
Adelitas Way,Rivals,Rivals,2021,metal,73JieEEQCp7W2qp4IpLdrW,37
A Day To Remember,Brick Wall,You're Welcome,2021,metal,51A2BXyd6S7zHnxPjV1URi,39
We Came As Romans,Darkbloom,Darkbloom,2021,metal,3flxPmOcA1rm7rKsZLfnD9,38
Syncatto,Farewell,Lost Inside,2021,metal,7zXuvuNwxXqQAgfV0YJDc4,35
MØL,Fraktur,Diorama,2021,metal,6SCkW9vwMHPRiKYNk916qw,31
One Morning Left,Neon Highway,Hyperactive,2021,metal,2IYbKecmXo6r72nKnep8Ud,34
Our Last Night,STAY,STAY,2021,metal,6zYsGB0XlAAsHIm7uSgt0J,40
Majestica,A Christmas Story,A Christmas Carol (Extended Version),2021,metal,0mxNIGjdC0S3yTQzruTJ43,35
Metallica,"Nothing Else Matters - Live at Wembley Stadium, London, England / April 20th, 1992",Metallica (Remastered Deluxe Box Set),2021,metal,6aVQ8H3O8rjQrDGlO5epWc,28
Evergrey,Forever Outsider,Escape of the Phoenix,2021,metal,7JLtf5VGXfPYTX5I4rlj8w,26
Karnivool,All It Takes,All It Takes,2021,metal,1H8RteGZrEFg5zuvy9Kljz,34
Whitechapel,Without Us,Kin,2021,metal,6VSkuapgrw05dUsM9ySFWA,38
Archspire,A.U.M.,Bleed the Future,2021,metal,3lUp2Azjy1lAHN8QqaZWN8,36
Yoth Iria,The Great Hunter,As The Flame Withers,2021,metal,3pJIlfJpdSYDSjjs5tVWSZ,31
Pop Evil,Survivor,Versatile,2021,metal,76FKM1IevJeZC5vqarglp9,41
Nine Treasures,Wisdom Eyes (Re-Recorded),Awakening from Dukkha,2021,metal,0c6x0svkrFkOII3kv7vVFy,31
I Built the Sky,Stonewalker,Stonewalker,2021,metal,2P3OwLmz095p0PIMwkrQOh,34
Gus G.,Force Majeure,Quantum Leap,2021,metal,23bd4kIgl80dR2pQhWCEgv,30
Mastodon,Skeleton of Splendor,Hushed and Grim,2021,metal,6CUu7qclEVd0pGZr6hFYZS,32
Brand of Sacrifice,Animal,Lifeblood,2021,metal,3zVxkXehmxwWm3cdljVyVp,36
Wage War,Slow Burn,Manic,2021,metal,5VeiNgoBynd7F9io2yJ5QA,40
Powerwolf,Call of the Wild,Call of the Wild,2021,metal,0SJabHSMilwIPbScdSGyFt,28
Trivium,From Dawn To Decadence,In The Court Of The Dragon,2021,metal,3yfWC3NU7tCaQJTkFzEMmm,32
Bullet For My Valentine,Shatter - Edit,Rainbow Veins,2021,metal,48KlMrAbDDTdjGLCIVVExp,35
Skar,Burn Butcher Burn,Burn Butcher Burn,2021,metal,2eC0mEXQO22vwsa6YITvcj,31
Deafheaven,Shellstar,Infinite Granite,2021,metal,7wcqsaVz5LadhwD12HtOu3,34
Wage War,True Colors,Manic,2021,metal,41E1LvBrTRvURUlngwpSiG,40
Tremonti,Not Afraid to Lose,Marching in Time,2021,metal,6vuhHQWFpsfZ9DLkfHEq1v,31
Reckoning Hour,Ground Zero,Ground Zero,2021,metal,0MJos2U87hku656s9sLpsX,28
Corey Taylor,Holier Than Thou,The Metallica Blacklist,2021,metal,23nRYh3UNRLeQ2h6lPO5mW,28
Powerwolf,Varcolac,Call of the Wild (Deluxe Version),2021,metal,4LrTyIv3KqxqRWRTCyiAif,32
Rise Against,Middle Of A Dream,Nowhere Generation,2021,metal,7Fg6PuwKTb1jJEJOfIda7H,34
Weedpecker,The Trip Treatment,IV: The Stream of Forgotten Thoughts,2021,metal,5cwVO6qkzNq5jXpUv9YJ2H,31
Epica,Seal of Solomon,Omega,2021,metal,2o8VsZ8gRCm3LDmtwFkLgN,31
Tribulation,Hour of the Wolf,Where the Gloom Becomes Sound,2021,metal,5TrUCun5C76lBeXnqmAZZR,25
Snuffed on Sight,Blunt Cough,Snuffed On Sight,2021,metal,6rSqSrHiC5Y17bIasUXPO2,43
Moray Pringle,Rum Punch,Four Day Weekend,2021,metal,2xm4ezdxmbBuACRuZ6Lyhg,35
Alien Weaponry,Blinded,Tangaroa,2021,metal,3qLDySGB9zMhqFDbENM7nL,33
Bullet For My Valentine,No Happy Ever After,Bullet For My Valentine,2021,metal,0iOYidCSlyWr8Ge9UrSmm3,34
VOLA,Freak,Witness,2021,metal,3vNS0yN39Vvexcv9ckPx8T,30
Powerwolf,Undress to Confess,Call of the Wild (Deluxe Version),2021,metal,1fCIzKX4IDHZWRbKr2paxC,32
Moray Pringle,Four Day Weekend,Four Day Weekend,2021,metal,2Lv1k8ZSaC8XbjRvLPXqgM,34
Harakiri for the Sky,Us Against December Skies,Mære,2021,metal,2dzEaeJOHPfhbjaync49fn,28
Love and Death,Down,Perfectly Preserved,2021,metal,3F0iesWxFOAMWFVf3RkMCE,27
Nightwish,Planet Hell - Remastered,Once (Remastered),2021,metal,1folEzO1lj1SERV6fhbaKt,30
Blind Channel,We Are No Saints,We Are No Saints,2021,metal,3BPdKJxzfJX63N7LYLDpI6,29
Whitechapel,History is Silent,Kin,2021,metal,5DRnSJsOaLPjaz6EJ6XuaQ,38
BLACKSHAPE,ITIIITIATIIHYLIHYL,BLACKSHAPE,2021,metal,1H2rFCTCx44JM27DdwHMUf,38
Leo,Listen to Your Heart (Metal Version),"Leo Metal, Vol. 33",2021,metal,4OMdIjvqxI0anWzWGZwXGw,33
Powerwolf,Beast of Gévaudan,Call of the Wild,2021,metal,70aIp3AQtpSePVE7eIFTxi,28
A Day To Remember,Viva La Mexico,You're Welcome,2021,metal,0jvq7mNKbqQfw5PWjbbNfu,36
Darko US,Insects,Darko,2021,metal,3DbyFeMyMwnt4ieHDbSrTU,38
Saltatio Mortis,My Mother Told Me,My Mother Told Me,2021,metal,4DoyIK599jZyOJxj5CK6Vu,32
A Day To Remember,Permanent,You're Welcome,2021,metal,3voWwzddxFnII6f8pEensc,37
Pappo,Popotitos - En Vivo Cosquín Rock,Vivo Cosquín Rock,2021,metal,1S6XZn1v7xEJYylDKpvS89,27
Satyricon,Dark Medieval Times - Remastered 2021,Dark Medieval Times (Remastered 2021),2021,metal,7qTuFxOFVJnmWP0FuGWegz,32
Caskets,Hopes & Dreams,Lost Souls,2021,metal,3HXrXuFfbOQti3HEX6qESB,37
Elwood Stray,Spark,Triality,2021,metal,0WAycyMfoFSFXGuu5wouWl,32
Volumes,Happier?,Happier?,2021,metal,3wkWHCXhOlHNOOwEZKay3d,37
Invent Animate,As If It Never Was,"The Sun Sleeps, As If It Never Was",2021,metal,1QpyuhUWxq1QOeVa7NqRep,37
Wheel,Ascend,Resident Human,2021,metal,5HS5Ul4nJ3lKMRCYBeMhQ9,29
Cepheid,Messenger in Flames,Messenger in Flames,2021,metal,603YogLJbymD7EUjDzmeqK,36
Black Veil Brides,Fall Eternal,The Phantom Tomorrow,2021,metal,0Ai7TUtjTD61Vx9JlFFsso,33
Auri,The Valley,II - Those We Don't Speak Of,2021,metal,3IMObFF3BRO8LzJzCJdRq7,30
Rise Against,Rules Of Play,Nowhere Generation,2021,metal,4SSgKy5vkCyfYf6hL6aIwG,33
Metallica,"Sad But True - Live at Wembley Stadium, London, England / April 20th, 1992",Metallica (Remastered Deluxe Box Set),2021,metal,4vp08OHkFBNf3e8Quh9w4Y,28
Of Mice & Men,Echo,Echo,2021,metal,5ghRFXY8wDBM3tht7Qvxp3,39
LANDMVRKS,Silent,Lost in the Waves,2021,metal,6ryqzbpuSvVNhUprbGoM2y,33
King Buffalo,Hebetation,The Burden of Restlessness,2021,metal,2y9Me04be6zHla3lLtgRdr,28
Daughtry,Cry For Help,Dearly Beloved,2021,metal,0rM8gtOfjotMjvD01sw9KU,35
Serj Tankian,Elasticity,Elasticity,2021,metal,6LScwahhEl8Uei04i66PXg,27
Born Of Osiris,Shadowmourne,Angel Or Alien,2021,metal,3CjwL8r1uE21B1m90RpvMZ,36
Mastodon,Gigantium,Hushed and Grim,2021,metal,3arkkOUA4fUZxtiErMRCiF,31
Volbeat,Don’t Tread On Me,Don’t Tread On Me,2021,metal,78OwlJgh2GwxAiFSYppEz7,30
Evergrey,A Dandelion Cipher,Escape of the Phoenix,2021,metal,7eq6E95dg93ChiqBcHyVal,25
Grima,Old Oak,Rotting Garden,2021,metal,0JkmQDtM0q8yQvvcm6ZqQN,30
Therion,El Primer Sol,Leviathan,2021,metal,3FqNl4OOPIoNS0iqxVD9qT,28
Ninkharsag,Night Wrath,The Dread March of Solemn Gods,2021,metal,6UhV3ZceTeXfiMb92gdSy9,32
Akash,Contigo y Sin Ti,Contigo y Sin Ti,2021,metal,46bzkfM4mWZW4y1oU96S2r,26
Tremonti,Thrown Further,Marching in Time,2021,metal,7CVxdTtSR1cpsoKuXuAnB5,30
A Day To Remember,F.Y.M.,You're Welcome,2021,metal,6bbcqhgGu8z3vA2Fah0w6j,40
Orange Goblin,Beginners Guide To Suicide,Healing Through Fire (Deluxe Edition),2021,metal,4WXonRUcCdP2xmfRkLDoL7,30
Nine Treasures,The Dream About Ancient City (Re-Recorded),Awakening from Dukkha,2021,metal,1EvlbU7S8LPTYDDeBM7vA1,29
Whitechapel,Kin,Kin,2021,metal,5nwB7snBHlV5quTSeDEwRG,37
Whitechapel,Orphan,Kin,2021,metal,4VFWGfHpSajPySz5134fnF,37
Warkings,We Are the Fire,Revolution,2021,metal,3RhQ8KgUkA7Gqmx0JTF2fZ,25
Dead by April,Heartbeat Failing,Heartbeat Failing,2021,metal,1xolJCHO0WZvqVdu6buLk7,31
Tenside,Cannibals (They Don't Care) - Zardonic Remix,Cannibals (They Don't Care) [Zardonic Remix],2021,metal,2rde0CoQep8VEYrDlGAwKX,30
The Pretty Reckless,Harley Darling,Death by Rock and Roll,2021,metal,1SuGl5T04tWzHJjXr41iK0,29
Asking Alexandria,Find Myself,See What’s On The Inside,2021,metal,16k1Sy8C57wtcQNKQ20y7g,36
Chevelle,"So Long, Mother Earth",NIRATIAS,2021,metal,353pvmP4ghIx6vY1Ysd70K,40
Holding Absence,Curse Me with Your Kiss,The Greatest Mistake of My Life,2021,metal,1Lu19CIcHSPaKMQdI2qFyv,39
Brainstorm,Turn Off the Light,Wall of Skulls,2021,metal,0KFaNSGxgunUBpvQZmeKxV,22
Majestica,This Christmas,A Christmas Carol (Extended Version),2021,metal,0rXpBs5GRQWnu6ZiSEgqAc,30
Sershen&Zaritskaya,Come Together,Come Together,2021,metal,2eOFEd3jCHmMpVxiQlNqq1,26
We Butter The Bread With Butter,N!CE,Das Album,2021,metal,3uiqSPIWTsLUT5D3aoMO4B,36
While She Sleeps,CALL OF THE VOID,SLEEPS SOCIETY,2021,metal,5d5lWeGMGQp8OuYwqXGxjF,28
Atreyu,Untouchable,Baptize,2021,metal,4I5QCNEbMbeRusKosXgZtK,37
IOTUNN,Voyage of the Garganey I,Access All Worlds,2021,metal,569Vq2k22aqb08asrcFXUA,24
花冷え。,Our 7days war,Girl's Reform Manifest,2021,metal,5Ev5n3A6vIsdI1kOzQtKbx,34
Butcher Babies,Last Dance,Last Dance,2021,metal,6xrsNVrcVdTgoR7ikHWZWX,33
IOTUNN,The Tower of Cosmic Nihility,Access All Worlds,2021,metal,1yNNhfTgYaLxEHteC4GFlr,25
BABYMETAL,Gimme Chocolate!!,10 BABYMETAL YEARS,2021,metal,6xtFHeXbZIzZ8Dedn0fEk2,23
Rise Against,Sounds Like,Nowhere Generation,2021,metal,6oTIVTcszC3nbfHQtTruj7,33
Orbit Culture,A Sailor's Tale,Shaman,2021,metal,62inNEs5ZNyJ2NhwVI1MUl,34
Elwood Stray,Free Falling,Triality,2021,metal,1TUdj2wUV8ebAsl3D42Ib7,30
NanowaR of Steel,Il Signore degli Anelli dello Stadio,Italian Folk Metal,2021,metal,5oxTueXY3dV19T4PXcav9D,28
Cannibal Corpse,Ritual Annihilation,Violence Unimagined,2021,metal,6JGqh00P04EXR7pqkGQZIL,33
200 Stab Wounds,Tow Rope Around the Throat,Slave to the Scalpel,2021,metal,2COGKQeHi7BDFjoKXnpkMl,39
Tenacious D,You Never Give Me Your Money / The End,You Never Give Me Your Money / The End,2021,metal,5xI6djh6BQadSSBSWb48Bk,36
Wolves At The Gate,Lowborn,Lowborn,2021,metal,7nGc6tq27wHwpF7iFdUaWr,38
Carcosa,Our Scars - Redux,Anthology,2021,metal,0IavBY7hUSpe9hOWxWBeiH,35
Resolve,Seasick Sailor,Between Me and The Machine,2021,metal,10X78vVJMO69ikNBYEqq8U,32
Emigrate,YOU CAN'T RUN AWAY,THE PERSISTENCE OF MEMORY,2021,metal,3pALeJ8Doqf5qvsdpFgnne,29
Utsu-P,映えない (feat. 初音ミク),映えない,2021,metal,2PLxK9KtfEbf54gu0NcWW2,33
