artista,cancion,album,año,genero,spotify_id,popularidad
Good Morning,$10,Prize//Reward,2018,rock,3koAwrM1RO0TGMeQJ3qt9J,50
A Perfect Circle,"So Long, And Thanks For All The Fish",Eat The Elephant,2018,rock,6zJ4nhJpt2wcfkITAoG4EZ,45
Nathaniel Rateliff & The Night Sweats,A Little Honey,Tearing At The Seams,2018,rock,1q5wF1wZQD41ura41yVqXb,54
Дайте танк (!),Мы,На вырост,2018,rock,5LOhvLGX0TpTq3ARrEf5AN,50
MAN WITH A MISSION,My Hero,Chasing the Horizon,2018,rock,6MmSnjDWLT5GsvlO65rhk1,44
Babasonicos,La Pregunta,Discutible,2018,rock,4PxOR5geaJtZFe4Q3I115t,46
CLUBZ,Popscuro,Destellos,2018,rock,3N0lemfma0XQAlkueBbwev,49
Eva Ayllón,Huye de Mí / Nada Soy / Cariñito - En Vivo,30 Años (En Vivo),2018,rock,53gzNXYyEtJXLuV3z18Wqx,37
Boulevard des Airs,Allez reste (feat. Vianney),Je me dis que toi aussi,2018,rock,1QjKfNGfDuMiVuF8x7cj0R,49
Temple Sour,Chibola Manyada,Pasajeros,2018,rock,7hvIwWhUOEO9UuaLq3I1rX,43
Brett Eldredge,"Baby, It's Cold Outside (feat. Meghan Trainor)",Glow (Deluxe Edition),2018,rock,3iLuRYqDqqTalagFbUfv6j,59
Heloisa Rosa,Oh Quão Lindo Esse Nome É,Oh Quão Lindo Esse Nome É,2018,rock,1AgtGkn2P6TrlXNGBs4HRw,59
Jorge Fandermole,Oración del remanso,Navega,2018,rock,2RJgedUGuVZTMRRjQzRnWd,43
Nathaniel Rateliff & The Night Sweats,Babe I Know,Tearing At The Seams,2018,rock,5q15dlrrKO1ubSZAciVQgl,48
Miraidempa,Sayonara Cross Teck,Therapy,2018,rock,5jztuiRR4sGzlXATycRV3N,49
Fontaines D.C.,Winter In The Sun - Darklands Version,Hurricane Laughter / Winter In The Sun,2018,rock,0WL1tDmAtdU1SrPUudCfYb,42
Lauren Daigle,Love Like This,Look Up Child,2018,rock,3DBu7OhZ58syQ7PotgqXV2,54
Adelitas Way,Drifting,Live Love Life,2018,rock,3ypxIVAytGNKvQDPcv7vcI,46
Bishop Briggs,River - King Kavalier Remix,River (King Kavalier Remix),2018,rock,0hQvOfNoBr9EV2jCIF6JCQ,47
Dread Mar I,El Brillo de los Dos,Caminarás Caminos,2018,rock,0KveNvbIovj7O7bgzrr0ED,44
Fontaines D.C.,Rocket To Russia - Darklands Version,Liberty Belle,2018,rock,7nDShtjAtQWaM4bGoyidJx,42
Indio Solari,El Martillo de las Brujas (Malleus Maleficarum),"El Ruiseñor, el Amor y la Muerte",2018,rock,4zgE5pHez55vM8s1H5EAMi,44
Eva Ayllón,Nuestro Secreto / Qué Somos Amantes / Huellas - En Vivo,30 Años (En Vivo),2018,rock,5ow3l6W5n772mmBBU0VNHk,36
Dread Mar I,Reconozco,Caminarás Caminos,2018,rock,3ZOzeaQFOl5HeVdvm4bycY,43
Los Auténticos Decadentes,Ocho Cuarenta - En Vivo en el Foro Sol - 17.11.17,Ocho Cuarenta (feat. Los Caligaris - en Vivo en el Foro Sol - 17.11.17),2018,rock,2PEn0KfNdrSq82CKlYvRrZ,46
Margarita Siempre Viva,Techo de Astros y Truenos: Fenómenos,Primavera Febril,2018,rock,4OOqQzSSmHcRf15yWBA0Bf,39
Bandabardò,Se mi rilasso collasso,Se mi rilasso collasso,2018,rock,2d224Kz40wqb4TwWSZGgia,44
Canozan,Toprak Yağmura - Akustik,Dolunay,2018,rock,3FoxsQsG5Z9bMuqdF5szJO,63
Mako Road,Glimmer,The Green Superintendent,2018,rock,2xH8hQNePsHBj6G5gmx2XK,52
Barbi Recanati,Teoria Espacial,Teoria Espacial,2018,rock,5VizzlCG9Dk90xauIBB0Ym,37
Oscar Athie,Fotografia,Fotografia,2018,rock,2ZZNEhPfLbc4sxhDwUwyk3,42
Scotty McCreery,This Is It,Seasons Change,2018,rock,74CEfiZthUGX5yUNNUM4bj,58
Natiruts,Serei Luz,I Love,2018,rock,7zDQIADTXZL6XcXFGINjOf,55
Chris Lane,I Don't Know About You,Laps Around The Sun,2018,rock,7ugxJ96F2CeSibY09eBpmv,59
Macha Y El Bloque Depresivo,El Gran Tirano,Macha y el Bloque Depresivo,2018,rock,2cbhl99ajD04o0SQR7c1PX,51
Conociendo Rusia,Juro,Conociendo Rusia,2018,rock,43JRoaGJFTTNXCY1FNo9tA,41
Rave The Reqviem,Skydweller,FVNERAL [sic],2018,rock,46XKwgC2uZZWRrIdUcVpGg,42
Indio Solari,El Callejón de los Milagros,"El Ruiseñor, el Amor y la Muerte",2018,rock,4VRPUoFBtTFcwco6YNFEx8,42
Therapie TAXI,J'en ai marre,Hit Sale,2018,rock,1cdP2Bnn0Wmfjxw60MhFLr,47
TOTO,Rosanna,Greatest Hits: 40 Trips Around The Sun,2018,rock,65vEK65KeqeH11s3Ym8BWO,43
Gaëtan Roussel,Tu me manques (pourtant tu es là),Trafic,2018,rock,1BiKX3nYW3RDWGJmMpJ6hf,43
Bishop Gunn,Alabama,Natchez,2018,rock,4cudpEOpvt73zMfJSBoNut,53
Dread Mar I,La Suerte,La Suerte,2018,rock,2axmxXWKBu2zEa1d8hrQVD,43
for KING & COUNTRY,joy.,Burn The Ships,2018,rock,0vBjd0I8iefycEZ2ex1Zpi,56
for KING & COUNTRY,Burn The Ships,Burn The Ships,2018,rock,6qNSq6OKjNgXAn3Kj9HBKf,57
Fontaines D.C.,The Cuckoo Is A-Callin',Too Real,2018,rock,6oKRucpYKHiaHu5cj6yeRv,41
Indio Solari,La Pequeña Mamba,"El Ruiseñor, el Amor y la Muerte",2018,rock,3umlS2fKBSIS9BElMkRmYs,44
Rodrigo,Me Extrañarás,Me Extrañarás,2018,rock,1e4PRJWfSorO7RLgqDRvYR,39
ChocQuibTown,Invencible,Sin Miedo,2018,rock,7JnFZ24rWPKVxFZd1xw6dm,37
Lauren Daigle,Still Rolling Stones,Look Up Child,2018,rock,2tXZxXmknsaVTNTaCvnlx8,55
OFFICIAL HIGE DANDISM,115万キロのフィルム,エスカパレード,2018,rock,278JqkBGkjDovOYAwE8TW7,64
Conociendo Rusia,Cicatriz,Conociendo Rusia,2018,rock,7326NRPSE29jliGTzaRku7,40
"Rafael ""Pollo"" Brito",Contigo Aprendí,Manzanero,2018,rock,1oc0Ud5a05Py0xvGxYtU58,28
1915,Olas,Bandera,2018,rock,5PWyVZTREQd9B7dwEdr1gq,37
TobyMac,I just need U.,The Elements,2018,rock,1L7HnGxcNdScMVnjc3XRK0,57
Japiaguar,Amor a Primera Vista,Amor a Primera Vista,2018,rock,6OSTDVMOT1DqlRuyZhJhbU,37
Sam Fender,"Waiting For Love - Recorded At RAK Studios, London",Spotify Singles,2018,rock,09QyGlxA0Ja6D1dGIjl55c,49
Zazie,Speed,Speed,2018,rock,5muiYSjAkI6rHSlyGlZ0jr,49
Asaf Avidan,Reckoning Song (One Day) - Acoustic Version,Reckoning Song (One Day) [Acoustic Version],2018,rock,6UuiP46GkO8DvRYRL6Okfv,47
Macha Y El Bloque Depresivo,La Nave del Olvido,Macha y el Bloque Depresivo,2018,rock,2nCRRJEH2eFjpVQu9hHNwy,50
ChocQuibTown,Pa Olvidarte,Pa Olvidarte,2018,rock,0NCMHQFpWVDK199pKR2Y7V,37
Heloisa Rosa,Yeshua,Yeshua,2018,rock,6466PQ9yTWUsEr1sWBpH2w,59
Ciro y los Persas,Dice,Naranja Persa 2,2018,rock,7FLz7DCQe8HYb6K0WdHRiO,42
La Vela Puerca,MI Diablo,Destilar,2018,rock,7cwDTm3iGh2R9Jcelko15v,37
Janeiro,Contas no Estrangeiro,Fragmentos,2018,rock,50ozv38puu8OnvVZ3XLXc4,33
Los Angeles Negros,Yo Te Necesito,Todos Somos MAS,2018,rock,4dlJmzbFkjvut4QjJM8LPe,47
Eels,The Deconstruction,The Deconstruction,2018,rock,4SWJErMlz04PD25oDwB3WL,38
Fernandinho,Deus Não Está Morto,Deus Não Está Morto,2018,rock,2wRotarVdI0MtxnC1wrvja,58
La Vela Puerca,La Nube,Destilar,2018,rock,24wPPChGadZJtl0cz0bU8f,37
Generación 12,Nunca Me Avergonzaré,Todo Lo Haces Nuevo,2018,rock,3RHcgn1rUBLbyOpVjouGra,41
Nomy,RUN!,The end of the world,2018,rock,3mOdIVWF9d6amDmw1vxjOe,43
Diablos Negros,Quien Sos,Tierra Suelta,2018,rock,7ubLgCzrubkATN9t9IbpIv,39
Phil Wickham,Living Hope,Living Hope,2018,rock,5d9RSSwDvlTyuwfmeafUah,52
Cats On Trees,Lion,Neon,2018,rock,54eNpHu4EvO1LET2cKExYm,40
Нумер 482,"Добрий ранок, Україно",ДРУ,2018,rock,5YZNLIF1saO6y3T8FaQoom,44
Feuerschwanz,Schubsetanz,Methämmer,2018,rock,0lA1c6MmTzpNsRMxq6SvTV,44
NANAOAKARI,ワンルームシュガーライフ,フライングベスト〜知らないの？巷で噂のダメ天使〜,2018,rock,2jtI8cQPtIiV9u5OXESTPm,46
Creep Hyp,栞,泣きたくなるほど嬉しい日々に,2018,rock,2Bsg6EfrmEx0x0eC8v4vuG,60
Luis Rueda,La Mala reputación,Treinta Balas (Por El Mismo Hueco),2018,rock,3OrsZUCfpzoRxxMW34sM7d,34
Macha Y El Bloque Depresivo,Lo Que No Fue No Será,Macha y el Bloque Depresivo,2018,rock,1IopvzCWbTkm5t4gmhwb6H,50
Skank,Algo Parecido,Os Três Primeiros (Gravado Ao Vivo no Circo Voador),2018,rock,2QkXuBmYljpYwgcyqbA1C2,54
Tuğkan,Ele Layık,Ele Layık,2018,rock,0HbCB7NbF1HcvGcAs2u4eF,45
La Vela Puerca,Casi Todo,Destilar,2018,rock,4j8KVDMrMFzuWYnBAEeOFf,36
Goth Babe,Sometimes,Sometimes,2018,rock,7oJmIBxEAYjfkS7lhZ7M1S,50
Khrystyna Soloviy,Fortepiano,Любий друг,2018,rock,5QE1XNQTGwFuCF7bxhwdRo,47
Дайте танк (!),Я,На вырост,2018,rock,3tbt9FvJvu4iEztIoTFZui,49
Rend Collective,Counting Every Blessing,Good News (Deluxe Edition),2018,rock,0lATXmstYwzQjOLgkzvnEc,56
La Vela Puerca,Atala,Destilar,2018,rock,4osEbYcRyzTJQrWZkm2Qv8,36
Ufuk Beydemir,Yüreğimdesin,Sevda Gibi,2018,rock,5XFOYDXRVUwrYs36ctJDmE,41
Nathaniel Rateliff & The Night Sweats,Still Out There Running,Tearing At The Seams,2018,rock,4nXmBb2s8Mmkq2hGskHxiq,49
Volován,Ella Es Azul,Volovan,2018,rock,3FEOiLNmS51wlq4ZcouLj6,48
La Delio Valdez,Amnesia Total,Sonido Subtropical,2018,rock,7n5QWytewHNmxqo2YAOo08,42
Sena Şener,Sevmemeliyiz,İnsan Gelir İnsan Geçer,2018,rock,7sNgPpXH3mDpC12yRUqEtz,62
Subcarpaţi,'84-'85,Zori Și Asfințit,2018,rock,34aOXibpuqtFkPWgidNugF,39
Barão Vermelho,Por Você - Acústica,Barão Pra Sempre,2018,rock,0228dbbfbyvjsjKus9KAS5,52
Rend Collective,Rescuer (Good News),Good News (Deluxe Edition),2018,rock,1TsBTEIa4jJD7tgD3j6C40,53
[Alexandros],アルペジオ,Sleepless in Brooklyn,2018,rock,1RI9DeYuc16mTzr94zGjfC,46
Los Mojarras,Nostalgia Provinciana,1992-2012,2018,rock,5jdeZPFS8S0ynWvjmAFZft,38
Enemy Inside,Summer Son,Phoenix,2018,rock,3tQfcn1Z3Q079ChW4D2hH4,38
Дайте танк (!),Вы,На вырост,2018,rock,1vQRta0wrnO3p0LxZP3dtU,48
Arthur H,La boxeuse amoureuse,Amour chien fou (Édition deluxe),2018,rock,18NBBN8LJ1a2nVIFoFK5bT,42
The Sheepdogs,Nobody,Changing Colours,2018,rock,5FURW8dCx8bcvXe5mCHHSJ,39
Rojo,Como Luz Llegó,A Partir De Hoy,2018,rock,2NBuElMnodTQstzOKxkTSq,41
The BossHoss,Little Help,Black Is Beautiful,2018,rock,4ETzS8kpKUuzT0ZmPI0sNk,45
LOUTA,PUEDE SER,ENCHASTRE,2018,rock,71bO0OsW7odKFhbjrHwM8C,38
miwa,アップデート,miwa THE BEST,2018,rock,53XiMm0e6FRh6dUbezX53A,43
Natiruts,Mergulhei nos Seus Olhos (feat. Katchafire),I Love,2018,rock,1yVTlTjvTZnygnUPSZUlLh,53
Milongas Extremas,A Fuego,Milongas Extremas,2018,rock,4vRx3aHxThoOsk4L9Buv36,26
Márcia,Pega Em Mim (with Salvador Sobral),Vai e Vem,2018,rock,4qBYrytgUhHLYfrR6V0wOP,27
Beres Hammond,My Kinda Girl,Never Ending,2018,rock,3ca9aWbM7H6j138sWF4fPG,40
Mrs. GREEN APPLE,点描の唄,青と夏,2018,rock,1sIIlVrnPhrvmTrHtzM7tV,73
Conociendo Rusia,La Luna,Conociendo Rusia,2018,rock,3AP3yFNoB0mdDh8DEaLCdL,38
Mayte Gaos,Vete Con Ella (Chappel of Love),Los Éxitos de Mayte Gaos,2018,rock,3YjwaunKJ7iXhXj98eRRsM,47
Canozan,Sar Bu Şehri - Akustik,Dolunay,2018,rock,3dnv5TWPAfRc7K2dWKTvJK,61
El Kuelgue,Sabandija (En Tanto y en Cuanto),Fierrín (Lado A),2018,rock,13WAiY3C59R5UPjMQyq4mI,36
Metric,Now or Never Now,Art of Doubt,2018,rock,4Eh6mc993AIHTEpj3LFIlp,41
Conociendo Rusia,Bruja de Barracas,Conociendo Rusia,2018,rock,2tLZ107KERJF7nwCAucg7p,38
Macha Y El Bloque Depresivo,La Carretera,Macha y el Bloque Depresivo,2018,rock,6OblMlCQkvUA8NptAn3CR5,46
Grrrl Gang,Love Song,"Not Sad, Not Fulfilled",2018,rock,6UvcZgXZpECpEDx0aj6Gye,56
Conociendo Rusia,La Puerta,Conociendo Rusia,2018,rock,3sObHIp9VT7btqZQsRsgTu,37
Novelbright,Walking with you,SKYWALK,2018,rock,7tGDXCPLpAScEwmqab9YZd,64
Ciro y los Persas,Toaster (Give Me Back My),Naranja Persa 2,2018,rock,5drpThSxHXBRDiD7uJYT7C,38
Therapie TAXI,Superstar,Hit Sale,2018,rock,5wREdtPadM9wB3LJbyQJBd,43
La Vela Puerca,La Revancha,Destilar,2018,rock,0naXBzJ3g4PFwqk6JFS74r,35
Nando Reis,N,N,2018,rock,7iNcOVH9n4EEY2rwWAQOsA,54
for KING & COUNTRY,Amen,Burn The Ships,2018,rock,5aHZnvy8EqhViyoJo971Wy,52
Chris Cornell,"You Know My Name - From ""Casino Royale"" Soundtrack",Chris Cornell (Deluxe Edition),2018,rock,4hlCSHbPK0bC6BkxuNHCFd,32
OFFICIAL HIGE DANDISM,ノーダウト,エスカパレード,2018,rock,5DMEvbg3gUmiR5HIBWdveV,62
The Snuts,Seasons,Seasons,2018,rock,2yJrBMZpkZ1KvMYxYvRGOO,46
La Delio Valdez,El Niño,Sonido Subtropical,2018,rock,61uqPvFq7CwRo82XrZBs8v,41
Kahraman Deniz,Böyle Sever,19,2018,rock,7hU3H2id2pBVawD7e3zd8N,69
Rodrigo Leão,Vida Tão Estranha - Ana Vieira,Os Portugueses,2018,rock,7rBJPkWyrN76zW9McJgqy0,25
La Gusana Ciega,Pasiflorine,Borregos En La Niebla,2018,rock,2dGLgeorhk8f54PSm9xPLH,48
Alain Bashung,Immortels,En amont,2018,rock,64XJOksESduPbepHxmW2rT,43
Boulevard des Airs,Je me dis que toi aussi,Je me dis que toi aussi,2018,rock,2y3rs8IJvHngaj6Gi8dR2Z,41
Diablos Negros,De Mil Maneras,De Mil Maneras,2018,rock,0DfswShGRyGSCCW7XNlZWX,37
El Zar,Los Chicos No Entienden,A los Amigos,2018,rock,4qCfrEVTxcqvgWQucSUqyB,37
Bajo Sueños,Nada de Amor,Nada de Amor,2018,rock,56qSE2vX9zbZpnto0wl5IC,37
Babasonicos,Cretino,Discutible,2018,rock,7cZXR7MmUEtIE5FqNV9Cl2,40
Therapie TAXI,Avec ta zouz,Hit Sale Xtra Cheese,2018,rock,5QR7OZyscjGPi7o7w6QZrQ,45
Mitchell Tenpenny,Drunk Me,Telling All My Secrets,2018,rock,1G4cdOtF36ZCs6i2dZoC87,59
Tribalistas,Velha Infância - Bruno Martini Remix,Velha Infância (Bruno Martini Remix),2018,rock,7qxBghENGAGrX0uQnaVfvw,48
El Kuelgue,Jimena,Fierrín (Lado A),2018,rock,4mgwRFLmuyia3hjTK4Mhsj,36
Brent Cobb,Come Home Soon,Providence Canyon,2018,rock,1cphwoceaKmjUZSRKYbFh2,49
MAN WITH A MISSION,Winding Road,Chasing the Horizon,2018,rock,0Nqp8fsoBBkTxyKKSHswz8,44
Indio Solari,El Tío Alberto en el Día de la Bicicleta,"El Ruiseñor, el Amor y la Muerte",2018,rock,6XS0ES2YJT60CokQlunTe4,39
Cem Adrian,Sen Benim Şarkılarımsın,Sen Benim Şarkılarımsın,2018,rock,5LPgor25Umb3jZgvTXvBeh,59
Indio Solari,"El Ruiseñor, el Amor y la Muerte","El Ruiseñor, el Amor y la Muerte",2018,rock,3y9nDqZdldeujrYdKXG9jS,40
Marilina Bertoldi,La Casa de A,Prender un Fuego,2018,rock,6xtphuj19xftkTUHDZ4sFH,38
Cole Swindell,Break Up in the End,All of It,2018,rock,5Z19ylxppfnfdP4JH0u8oj,55
El Kuelgue,Correntoso,Fierrín (Lado A),2018,rock,3sXVSSXIOzTU5qYZJw251S,36
Moral Distraida,Canción Bonita,Qué Cosa Es el Amor,2018,rock,2GIv98FEqrMMK2l80oUS86,47
Elvis Presley,Where No One Stands Alone (with Lisa Marie Presley),Where No One Stands Alone,2018,rock,2kVQpubE6URKKj9L7Upk2l,39
Perras on the beach,Las Ideas,Flow de Cuyo,2018,rock,03JnGJl74NvrYvKj3Non9Y,38
Pedro Abrunhosa,Dor Sem Álibi,Espiritual,2018,rock,63NSOGVc0IgXA9BvoLWgGu,31
Miguel Gameiro,O Teu Nome,Maria,2018,rock,6z9Ajq6oe6Sck90hjpxBij,36
5 a Seco,Pensando Bem,Síntese,2018,rock,29kk1Xf5AsU2EuxtsgnyLu,46
Macha Y El Bloque Depresivo,No Hay Novedad,Macha y el Bloque Depresivo,2018,rock,19mQRmwBTK9Y3EDZa7zBux,42
The Sheepdogs,I've Got a Hole Where My Heart Should Be,Changing Colours,2018,rock,4nozLvcKCCOmpwSUaw4fSV,36
Odisseo,Hablando Lento,Cambio Estacional,2018,rock,0KdTs8DIDALkkxmbqGJQvr,50
Santiano,Mädchen von Haithabu,Haithabu - Im Auge des Sturms,2018,rock,5UkLsIclslNLvrHILCy5MT,48
Vivienne Mort,Час,Досвід,2018,rock,4mVDYu5SYxeKK9BhEnlstT,45
Bajo Sueños,La Silueta de Tu Sombra,Nada de Amor,2018,rock,64IKj8gIawSBrljD9ULCDm,34
Subcarpaţi,Dă-I Foale,Zori Și Asfințit,2018,rock,2TV4add6c6lf4zbHs0xkKq,35
Ciro y los Persas,Por Cel,Naranja Persa 2,2018,rock,3K2JogTLIIthEsUp1bgPFS,37
Young the Giant,Heat of the Summer,Mirror Master,2018,rock,649o53ULWYN1y7V2OI5kgo,49
Bishop Gunn,Shine,Natchez,2018,rock,7Amzk2hCLU2gTJvqYsWmk7,52
Milongas Extremas,Decidí,Milongas Extremas,2018,rock,1qsMXjK8YJ1ZJH7hNuXPlR,26
RADWIMPS,Sokkenai,ANTI ANTI GENERATION,2018,rock,1rYg6v89UhWyPMbr8uf4fl,41
Eagles,Please Come Home for Christmas - Single Version; 2018 Remaster,Legacy,2018,rock,76oNvdjEIWRE7iLNYNyIrh,35
Barns Courtney,"""99""",“99”,2018,rock,6YQUuoMnRIMaOmouYoMfQr,43
Morgan Evans,Kiss Somebody,Things That We Drink To,2018,rock,4f3fb3alVLFc8Ga4ncpg7x,52
Skegss,Road Trip,My Own Mess,2018,rock,0Z5U2R1srlHnkm4V1qbPC9,39
Milongas Extremas,"Ama, Ama, Ama y Ensancha el Alma",Milongas Extremas,2018,rock,6qnO6RBRKlbb8LHf156CSU,23
ASP,Werben - Horror Vacui,Reflexionen 1 - Best Of,2018,rock,6G92pLNjgJpy9NTJRhdX30,41
ASP,Ich will brennen - Horror Vacui,Reflexionen 2 - Best Of,2018,rock,5bbp9hWxouON0XZDL565rB,42
Leningrad,Жу-Жу,Жу-Жу,2018,rock,5bj2DWz81Ut0B1f8NZ9AXu,38
Temple Sour,Atrevido,Pasajeros,2018,rock,2m0S9oJ33xEg3aBMSHbn90,34
Kinokoteikoku,金木犀の夜,タイム・ラプス,2018,rock,27udJcfu06TvbbOpgfxIlw,50
Novastar,Cruel Heart,In The Cold Light of Monday,2018,rock,4D7tOyEvUdzNvkDXuD0PQW,43
Fiolet,Кохана,Aurora,2018,rock,6tREPILeUOgqXqfrt0useC,39
Cats On Trees,Keep on Dancing,Neon,2018,rock,1NauaMA2t95UE5YrZTVFUQ,43
Męskie Granie Orkiestra,Początek,Początek,2018,rock,5SPO91s5J85CAxHREvwj3b,55
Дайте танк (!),Три четверти,См. рис. 2,2018,rock,0Y3VCOX34JQcm19eBheUpX,41
Skegss,Paradise,My Own Mess,2018,rock,1Xlrz87sHoyGTN6cx8Wiwo,40
Survive Said The Prophet,Right and Left,s p a c e [ s ],2018,rock,0EQPJsCSC0aTwExwbzLVde,42
Chris Lane,Take Back Home Girl (feat. Tori Kelly),Laps Around The Sun,2018,rock,0q0Htw3tNkJM87u7fm1kPd,55
Rend Collective,Resurrection Day,Good News (Deluxe Edition),2018,rock,36AKA4ge37GanDDTYKFg2g,50
Kenny Rogers,Through The Years,The Best Of Kenny Rogers: Through The Years,2018,rock,6Rk2hVIgI9Fh6hvZT6n0ky,56
Macha Y El Bloque Depresivo,Pequeña Serenata Diurna,Macha y el Bloque Depresivo,2018,rock,7bcSXH6JjFHu0UPBKhCVnR,43
The Hardkiss,Журавлі,Залізна ластівка,2018,rock,5k3Pm8IWVT1y6FrNOI2dqL,37
Temple Sour,Loco,Pasajeros,2018,rock,5VspDURuW8kbVzgNBtQvwF,35
Devin Dawson,All On Me,Dark Horse,2018,rock,2mfahQ0EaaZWq4cFNg6A1o,54
Milongas Extremas,Mi Condición,Temprano,2018,rock,708TnuFWVO3sFJolsWS9N3,30
Agarrate Catalina,Vencedores Vencidos,Vencedores Vencidos,2018,rock,035m16TrfNDLFhZw01FMnR,32
Feuerschwanz,Die Hörner Hoch,Methämmer,2018,rock,4c5evEWIhLXzlHQsmm6K78,41
Callejeros,Fantasía o Realidad - Vivo - Mezclado y Masterizado 2017,"Concierto Obras 30 y 31 Julio, Parte Dos (En Vivo)",2018,rock,2shDm6nfQ5enh3yU8bMA9u,36
Sam Fender,Friday Fighting,Friday Fighting,2018,rock,7MRJJbjlgJF6n9QHbp6IA9,45
The Hunna,"Babe, Can I Call?",Dare,2018,rock,68EmBx1sojqgppTCo97QSd,46
Diablos Negros,Tierra Suelta,Tierra Suelta,2018,rock,7iIBXpuPu4jBZE0oYB4ytO,32
Jeremy Loops,Vultures,Critical As Water,2018,rock,2UKsPrqGAbsVO5ei8Y1JOs,38
Mako Road,Lady,Local Safari,2018,rock,6fad2MISHjGdBBd5GHhAa8,45
Yabai T-Shirts Yasan,ハッピーウェディング前ソング,Galaxy of the Tank-top,2018,rock,6czikg0NNdfo119UDDP63K,47
TobyMac,Everything,The Elements,2018,rock,1cxM9XPSKofuSwbBwayZiG,50
Diablos Negros,Cierra Mis Ojos,De Mil Maneras,2018,rock,4j0eQ0YX1h3BImGUZgUkao,33
Ben Rector,Drive,Magic,2018,rock,1GgoypuXSxpTKOxEYiZ3JJ,48
Macha Y El Bloque Depresivo,Vergüenza Ajena,Macha y el Bloque Depresivo,2018,rock,5sevF68jOKSQiw18dDVOH1,44
Temple Sour,Pum Pum Pum,Pasajeros,2018,rock,5Tu4BfXKB5aWcuqUjLrgR3,36
Macha Y El Bloque Depresivo,Mar y Cielo,Macha y el Bloque Depresivo,2018,rock,1BZjFIAHTEjdackicCBR2G,43
Mako Road,All We Need,The Green Superintendent,2018,rock,6edSeZiJ5j6k5PCorhFIxI,44
Diskoteka Avariya,Фантазёр,Фантазёр,2018,rock,55tAjx3MTgHbsZLMnkroY4,40
Mako Road,Local Safari,Local Safari,2018,rock,47Y6d8qGdwulERkCqRvHcM,45
Serhii Babkin,Де би я,МУЗАСФЕРА,2018,rock,2AG70dg0HRSw7BAE8U36Cu,38
Fernandinho,Galileu Remix,Galileu Remix,2018,rock,6BrGZeuIeY0pME8HF4rHoS,50
The Zen Circus,Catene,Il Fuoco In Una Stanza,2018,rock,50dchDu6d1LuB52JWqBvdg,38
J.B.O.,Alles nur geklaut,Deutsche Vita,2018,rock,6ru701SE7K3AvHi3kq21L0,48
Rend Collective,Nailed To The Cross,Good News (Deluxe Edition),2018,rock,4GTkBqQwkjGpOjwgCPnabN,49
Die Fantastischen Vier,Zusammen,Captain Fantastic,2018,rock,7mckfRql6fSmEb2TfhhYdc,28
Therapie TAXI,Chula,Hit Sale Xtra Cheese,2018,rock,3bq7OUp0fpAn6v4mr9LwjB,40
La Gran Banda,No Me Hubiera Enamorado,No Me Hubiera Enamorado,2018,rock,1k5YcgC35XRN117oHN05b0,27
La Vela Puerca,Velamen,Destilar,2018,rock,43bHttDaHMWXCqND71KBo3,32
Juan Son,Nada,Mermaid Sashimi,2018,rock,17VDPA2nZTZqArb2RPopJg,49
Jorge Luis Chacin,Si Usted la Viera,Contento y en vivo,2018,rock,4zGJnPilBa84rFpM9xAw2Q,24
Jasper Steverlinck,That's Not How Dreams Are Made,Night Prayer,2018,rock,4ERT4xmqgVDyEWVzUWwNsV,37
Shaka Ponk,Smells Like Teen Spirit,Smells Like Teen Spirit,2018,rock,0Y9WfAdfjL7VZslo5quOAf,47
BLUE ENCOUNT,VS,VECTOR,2018,rock,440eBTx4sUXasDN7Wh9WUz,42
Milongas Extremas,La Vereda de la Puerta de Atrás,Milongas Extremas,2018,rock,5h2AQo0aZ7bROFkU1p3AUr,20
Kaan Boşnak,Benimle Kayboldun,Demos,2018,rock,6pJI8iZBKPuMjWDstvO081,65
WANIMA,シグナル,Everybody!!,2018,rock,4Ybp3UvVXvraRNwOCWnrNq,57
Macha Y El Bloque Depresivo,Isla de Errores,Macha y el Bloque Depresivo,2018,rock,2nFB3U6EMmlWdmCUHDJ9VQ,42
Milongas Extremas,Salir,Milongas Extremas,2018,rock,46oBQSQmFwVR4jmejv6q6G,22
La Delio Valdez,De Noche al Amanecer,Sonido Subtropical,2018,rock,1u34qoX92cSYX3tdMiWq6f,37
Michael McDonald,Have Yourself A Merry Little Christmas,Season of Peace - The Christmas Collection,2018,rock,2eyOrZmrE7p7TaZDP8fYkW,36
Luísa Sobral,Maria Do Mar,Rosa,2018,rock,4EHq0Bw33iEPf9lqmzVQAh,22
Phil Wickham,Great Things,Living Hope,2018,rock,1csG2fLT075hqfjW7gdWkS,43
DZIDZIO,Чекаю. Цьом,SUPER-PUPER,2018,rock,5qwB10oyVey4N1rGa2CkCm,37
Nomy,Noctorius,The end of the world,2018,rock,0RlLZj3FO5PS5paKk1A7Vs,38
Kino,Атаман,Атаман,2018,rock,7v3JnschFe8WfFUVuradHk,37
Nielson,IJskoud,Diamant,2018,rock,2zVNIG9cfMyFxt8XqJ64s4,48
Bajo Sueños,Como Olvidarte,Nada de Amor,2018,rock,5xwG9Z8YgonlBQUYr916a6,31
БЕЗ ОБМЕЖЕНЬ,Листопад,Буду з тобою!,2018,rock,16uHitq9QS1S9EC8cVHoOj,34
DZIDZIO,Розлук не буде,SUPER-PUPER,2018,rock,52rByiPmZVrJE831DVQyhl,33
