artista,cancion,album,año,spotify_id,popularidad
Drake,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,2020,4wVOKKEHUJxHCFFNUWDn0B,76
Romeo Santos,Bebo,"Fórmula, Vol. 3",2022,7HsebNHZDGj8UhWIrZaMx6,61
Drake,Yebba’s Heartbreak,Certified Lover Boy,2021,1PDP7mLiAMwhfmgIwzhOm2,76
SZA,Open Arms (feat. Travis Scott),SOS,2022,6koKhrBBcExADvWuOgceNZ,81
Sabrina Carpenter,A Nonsense Christmas,A Nonsense Christmas,2022,7yogx3TwxGwSxO2QITsT2q,77
Taylor Swift,Daylight,Lover,2019,1fzAuUVbzlhZ1lJAx9PtY6,76
Dean Lewis,Half A Man,A Place We Knew,2019,1ugQtcwmKOXvKAYzhjncmv,73
The Weeknd,Pray For Me,The Highlights,2021,6huNf4dutXRjJyGn7f5BPS,75
Men I Trust,Show Me How,Show Me How,2018,75IQVo8hqI1iwVZyvkN2VT,79
Oxlade,KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,2022,2WigMwGJysIh9fRnSJvpjn,72
Riton,Fake ID (Coke & Rum Remix),Fake ID (Coke & Rum Remix),2022,2VuzBUB5V9AlpniCUhaszP,74
Greeicy,Los Besos,La Carta,2022,50SFVefoyzWnJy1oQWfRtr,63
Dean Lewis,How Do I Say Goodbye,How Do I Say Goodbye,2022,5hnGrTBaEsdukpDF6aZg8a,73
Internet Money,Lemonade (feat. NAV),B4 The Storm,2020,1p0rEzrK7YtdRZVtiyV7RN,77
SDM,Bolide allemand,Liens du 100,2022,0EzNyXyU7gHzj2TN8qYThj,70
The Weeknd,Heartless,After Hours,2020,6bnF93Rx87YqUBLSgjiMU8,76
Billie Eilish,NDA,Happier Than Ever,2021,38GBNKZUhfBkk3oNlWzRYd,75
JACKBOYS,OUT WEST (feat. Young Thug),JACKBOYS,2019,6gi6y1xwmVszDWkUqab1qw,74
Piso 21,Pa' Olvidarme De Ella,El Amor En Los Tiempos Del Perreo,2021,3lR4O0vtkhCAvVEUEWUL0S,72
Jessie J,Man With The Bag,This Christmas Day,2018,2Ysi49tRdVH74d1Cnc4o94,75
Conan Gray,The Cut That Always Bleeds,Kid Krow,2020,7wTqEW5nrMhvyEhEyTnOMd,79
DaBaby,ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,2020,7ytR5pFWmSjzHJIeQkgog4,73
Jin,The Astronaut,The Astronaut,2022,0h7QMc9ZRzA9QJrbEHytn2,74
Camila Cabello,Never Be the Same,Camila,2018,4eWQlBRaTjPPUlzacqEeoQ,76
Ana Bárbara,Bandido,Lo Más Escuchado De,2020,6o7qMPJRdmeKkfrOCKYWto,60
SAULT,Wildfires,Untitled (Black Is),2020,4Tzw9IdZbVyzmpWrvsGaNX,71
BTS,FAKE LOVE,Love Yourself 轉 'Tear',2018,6m1TWFMeon7ai9XLOzdbiR,74
Piso 21,Besándote,Ubuntu,2018,43jclIPKJv9iFiYWVyWqsb,65
Manuel Medrano,La Distancia,Eterno,2021,0LpEr3qpmDQ1gEabnsQlGC,71
Sebastian Yatra,Por Perro,MANTRA,2018,2alIsNw1mqEShbWyO1HXZZ,66
Strawberry Guy,Mrs Magic,Mrs Magic,2019,0TZejo18HlJ86OrWNsXKnw,78
Joji,SLOW DANCING IN THE DARK,BALLADS 1,2018,6rY5FAWxCdAGllYEOZMbjW,78
Clairo,Sofia,Immunity,2019,7B3z0ySL9Rr0XvZEAjWZzM,77
Eyedress,Romantic Lover,Let's Skip to the Wedding,2020,7s5VQqrjBtrBgZL4pEa46S,78
Cults,Gilded Lily,Offering,2022,3Z0qLOS0cqWKPHXkbTXmNF,76
Anne-Marie,2002,Speak Your Mind (Deluxe),2018,2BgEsaKNfHUdlh97KmvFyo,76
Wiz Khalifa,The Thrill,The Thrill (feat. Empire of the Sun),2020,56oGoEjA9eTZYgsttEFKY3,76
Clairo,Bags,Immunity,2019,6UFivO2zqqPFPoQYsEMuCc,77
Post Malone,Wow.,Hollywood's Bleeding,2019,7xQAfvXzm3AkraOtGPWIZg,75
Kenshi Yonezu,KICK BACK,KICK BACK,2022,3khEEPRyBeOUabbmOPJzAG,71
Yot Club,YKWIM?,Bipolar,2019,2vWBUC9djv6BtiGlmKiQaH,78
SZA,Low,SOS,2022,2GAhgAjOhEmItWLfgisyOn,79
JID,Surround Sound (feat. 21 Savage & Baby Tate),The Forever Story (Extended Version),2022,1udwFobQ1JoOdWPQrp2b6u,77
Yuridia,Qué Agonía,Pa' Luego Es Tarde,2022,4H6o1bxKRGzmsE0vzo968m,73
Migrantes,Si Me Tomo Una Cerveza,Si Me Tomo una Cerveza,2020,3lCbsHaN1wCxyDzcNN2x4N,63
Ellie Goulding,Hate Me,Brightest Blue,2020,15og0pCEcTFWEXOFKdcJlU,76
Videoclub,Roi,Euphories,2021,7LPGJhkRDEW6KopWhD8DbX,71
Feid,CHIMBITA,INTER SHIBUYA - LA MAFIA,2021,35xvhWIZMpsDcJxr14Ukbx,63
Adrianne Lenker,forwards beckon rebound,songs,2020,6PBanBy8L1K2Ry4UN186XH,76
Pipe Bueno,Guaro (Remix),Guaro (Remix),2021,5sMHuOIvtsSuFZafTcF19Q,64
Drake,Trust Issues,Care Package,2019,4Wjhj0WjkyECccfHVIgaTq,76
Post Malone,Goodbyes (feat. Young Thug),Hollywood's Bleeding,2019,0t3ZvGKlmYmVsDzBJAXK8C,73
melvitto,Santorini Coffee,THENIGHTISYOUNG.,2019,6TTR7tXftck5lU7BPRY7bV,67
Babyboy AV,Confession,Confession,2021,7IAzRTQQz6Aoywj0R1Qce5,68
Adrianne Lenker,anything,songs,2020,4PwWESSlTwzvw9B7bmtTLS,77
Jung Kook,Still With You,Still With You,2020,0eFMbKCRw8KByXyWBw8WO7,75
La T y La M,Pa' la Selección,Pa' la Selección,2022,2l0hr2jYYXdkbF393AThLm,66
Justin Bieber,Intentions (feat. Quavo),Changes,2020,4umIPjkehX1r7uhmGvXiSV,73
Ha*Ash,Supongo Que Lo Sabes,Haashtag,2022,0poZ5t6JLsuxtUXfhPDLJI,71
Khalid,Better,Suncity,2018,2OpBganfGk2GVdSlRdxzaX,76
Sherine,كلام عينيه,نساى,2018,6g95dK7o7vVh8ZCnDAseU5,73
Tyga,Taste (feat. Offset),Legendary,2019,2toVe5hfuIi97ytDPDbQFt,72
Wham!,Last Christmas,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019,38p8YDx5gepOiK4SnEfoB4,71
1da Banton,No Wahala,Original Vibe Machine,2021,4vHy2IHzf3EabEa7oMpUZB,67
Sheck Wes,Mo Bamba,MUDBOY,2018,1xzBco0xcoJEDXktl7Jxrr,74
Werenoi,Solitaire,Telegram,2022,3kzXT2poHInDISrXOgT1PR,66
Doja Cat,Wine Pon You (feat. Konshens),Amala,2018,2s4AcE9n80mSHl87lp4gIm,73
The Marías,Heavy,CINEMA,2021,1ShRHPAiiIrh0arZbSFmx1,78
Alessia Cara,Make It To Christmas,Make It To Christmas,2019,6RS6rcjnWrdfVuu2U2W2dj,72
Silvestre Dangond,Las Locuras Mías,Las Locuras Mías,2020,58sCyRSFBV0m60kbV9rtp9,63
Lojay,Monalisa,Monalisa,2022,3baPniPXS0iEII8rDUJdYP,71
Mustard,Ballin' (with Roddy Ricch),Perfect Ten,2019,3QzAOrNlsabgbMwlZt7TAY,73
Sia,Underneath the Mistletoe,Everyday Is Christmas (Deluxe Edition),2018,6HFKeEGEJGI0rIyg2r0iLo,68
Drake,Rich Flex,Her Loss,2022,1bDbXMyjaUIooNwFE9wn0N,74
Frah Quintale,Missili,Lungolinea.,2018,5dcyltc1ataieXIeTqhH3t,62
Feid,Sígueme - Remix,19,2019,7IpRYJ71dk98P0SmgnNLYh,57
Jordana,Better in the Dark,Summer's Over,2021,3SeDS5sSoWnwAZvVgkdKzf,77
Russ,3:15 (Breathe),3:15 (Breathe),2021,0dGqP4VickYjtIaB5VOt4H,75
NewJeans,Ditto,Ditto,2022,3r8RuvgbX9s7ammBn07D3W,77
Drake,Girls Want Girls (with Lil Baby),Certified Lover Boy,2021,37Nqx7iavZpotJSDXZWbJ3,72
Drake,Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,2019,5ry2OE6R2zPQFDO85XkgRb,72
SZA,Good Days,SOS,2022,4PMqSO5qyjpvzhlLI5GnID,78
Justin Bieber,Off My Face,Justice,2021,3T03rPwlL8NVk1yIaxeD8U,71
Bazzi,Fantasy,COSMIC,2018,1i36kkhmhBxf4lYJscg5zK,72
BTS,Dynamite,Proof,2022,1hIuSG6xV4RDgD8bDVKP7N,67
NewJeans,Hype Boy,NewJeans 1st EP 'New Jeans',2022,0a4MMyCrzT0En247IhqZbD,75
Damas Gratis,Costumbres - Vivo,Costumbres (Vivo),2022,6HT88WDVwEJiHEbPuQ5XcB,67
Tems,Replay,If Orange Was A Place,2021,2dFqK2ZkYB9Xc47gr3xXWl,72
Fujii Kaze,Shinunoga E-Wa,HELP EVER HURT NEVER,2020,0o9zmvc5f3EFApU52PPIyW,75
Drake,Wants and Needs (feat. Lil Baby),Scary Hours 2,2021,65OVbaJR5O1RmwOQx0875b,73
BTS,Dynamite,Dynamite (DayTime Version),2020,72IwoG8tqvIWV10IHjpNNA,68
Jack Harlow,First Class,Come Home The Kids Miss You,2022,0wHFktze2PHC5jDt3B17DC,74
Ke Personajes,Adiós Amor / Oye Mujer,Adiós Amor / Oye Mujer,2020,0hvsOvo1zARlNnmHNhrxIF,66
Meek Mill,Going Bad (feat. Drake),Championships,2018,2IRZnDFmlqMuOrYOLnZZyc,73
Drake,Pain 1993 (with Playboi Carti),Dark Lane Demo Tapes,2020,6Kj17Afjo1OKJYpf5VzCeo,73
(G)I-DLE,TOMBOY,I NEVER DIE,2022,0IGUXY4JbK18bu9oD4mPIm,70
James Arthur,Car's Outside - Sped Up Version,Car's Outside,2022,6OmKbLCskNWi1IcfpZbeJc,69
Erika Lundmoen,Яд,Источник,2019,59vIllaE2ottAAAtAiAuLt,71
PinkPantheress,I Must Apologise,to hell with it,2021,2rrq3SGYxk90xLx5fMmPhZ,73
Drake,Spin Bout U,Her Loss,2022,2ZL7WZcjuYKi1KUDtp4kCC,74
The Neighbourhood,Nervous,Hard To Imagine The Neighbourhood Ever Changing,2018,113xf7t4qNM7038YJvauik,71
Tayc,D O D O,Fleur froide - Second état : la cristallisation,2021,2dJMDzMF5jMvVFKLTci81H,65
Noah Kahan,All My Love,Stick Season,2022,7ByxizhA4GgEf7Sxomxhze,77
NewJeans,Attention,NewJeans 1st EP 'New Jeans',2022,2pIUpMhHL6L9Z5lnKxJJr9,73
Bryan Adams,Christmas Time,Christmas EP,2019,7LoFMtL7hxP9tr5HYyyUrJ,69
SZA,Shirt,SOS,2022,2wSTnntOPRi7aQneobFtU4,76
Angèle,Balance ton quoi,Brol,2018,2jX5c5RFp0A9E1GDsvGxIa,63
Drake,Fountains (with Tems),Certified Lover Boy,2021,08XWh5c0BMyD1nKVxxl91z,67
Ninho,La vie qu'on mène,Destin,2019,0Jh6iWjna1wk5le0Ahn7No,70
Ke Personajes,Si No Te Tengo / Ángel / Aquello Que Pasó,Si No Te Tengo / Ángel / Aquello Que Pasó,2021,1fKFxmSByZfjwVSbq0PHye,66
Mocci,Talet Lghiba,Talet Lghiba,2022,6KPL5w95G6oYV2MwXvwcXI,54
Young Stoner Life,That Go! (feat. T-Shyne),Slime Language 2,2021,6rUmUJ2drFemHTH73bFAKQ,72
Tory Lanez,Broke In A Minute,The New Toronto 3,2020,4xqIYGwwZTEem9U8A42SPF,73
Dhruv,double take,rapunzel,2022,0QzuaeCEEOV40Pn7IvKEny,80
D.O.D,Still Sleepless,Still Sleepless,2021,4vyG9ZhHT8MKJE5mTICMFC,71
Bayanni,Ta Ta Ta,Bayanni,2022,3rmqNsOiGqqvFNTmGlzl4R,64
YOASOBI,夜に駆ける,THE BOOK,2021,6MCjmGYlw6mQVWRFVgBRvB,70
Manuel Medrano,No Sé Si Salga El Sol - Remix,No Sé Si Salga El Sol (Remix),2022,0gw6orix5diJLOahicJhj6,59
Ke Personajes,Otro Día Más,Otro Día Más,2021,0ccUrj1mliFnR8R8VxCmKO,66
Tayc,Le temps,Fleur froide (Donum Novae),2021,6yIh43XrY4Mc5xOxeagVhp,67
Sean Paul,I'm Still in Love with You (feat. Sasha),Dutty Rock (20th Anniversary),2022,5lJx5eiSahFfsqkMJVlkDN,68
Mrs. GREEN APPLE,インフェルノ,Attitude,2019,2vOAHp8PBBFYqvQUWSoITY,72
Noah Kahan,Northern Attitude,Stick Season,2022,4O2rRsoSPb5aN7N3tG6Y3v,75
Fireboy DML,Peru,Playboy,2022,4vb777iaycnlFxVkJMmtfd,67
Ke Personajes,Como la Flor,Como la Flor,2022,52yp1caEYyP1w9qFINypd1,64
Faye Webster,Kingston,Atlanta Millionaires Club,2019,5WbfFTuIldjL9x7W6y5l7R,77
wave to earth,seasons,summer flows 0.02,2020,5VBjyOQzqlPNgdRPMM6prF,79
Ke Personajes,Cómo estás,Cómo estás,2019,6bLvfGI2XeU5DTl8feuNrk,64
Soolking,Balader,Sans visa,2022,6PrB4KpvuoYWtwjPC5a44S,64
Burna Boy,Alone,Black Panther: Wakanda Forever - Music From and Inspired By,2022,0AoBY2Y3qs6dtGgOD6c91N,66
DJ Tao,CALLEJERO FINO | DJ TAO Turreo Sessions #723,CALLEJERO FINO | DJ TAO Turreo Sessions #723,2022,3fUZbg31mIJKIxuv8nUcGg,61
Rotimi,In My Bed,The Beauty of Becoming,2019,6XM53PbvlzhuNtJZtpl7RP,67
Diego & Victor Hugo,Entregador de Flor - Ao Vivo em Brasília,Diego & Victor Hugo Ao Vivo em Brasília,2019,5aMgTcyBPH90hWHhbNKTwR,77
Marshmello,Spotlight,Spotlight,2018,6VrCmhRBFnuGKmtNfk4jDs,70
Drake,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,2021,2BcMwX1MPV6ZHP4tUT9uq6,74
Troye Sivan,Strawberries & Cigarettes,Strawberries & Cigarettes,2018,3afkJSKX0EAMsJXTZnDXXJ,74
Fireboy DML,Bandana,Playboy,2022,2qWwuCVeMjF9mUT0S5Iqvl,67
Olamide,Infinity (feat. Omah Lay),Carpe Diem,2020,5DS9LiyEdw2zY8bM6kjjgM,65
Khalid,Love Lies (with Normani),Love Lies (with Normani),2018,45Egmo7icyopuzJN0oMEdk,74
Jhonny Rivera,Mi Decisión - Remix,Mi Decisión (Remix),2022,1l8VIDA3SN6UyfSAnr2ytZ,59
Asake,Dull,Mr. Money With The Vibe,2022,46gfN72BxmLvACx6Pve4XU,65
Wizkid,Essence (feat. Tems),Made In Lagos,2020,5FG7Tl93LdH117jEKYl3Cm,70
Mustard,Pure Water (with Migos),Perfect Ten,2019,3j84U36KvLeXNDPv4t5pI8,71
Migos,Need It (feat. YoungBoy Never Broke Again),Culture III,2021,1cMMVJ4FDqhCci9efd1BU6,72
Rex Orange County,Pluto Projector,Pony,2019,4EWBhKf1fOFnyMtUzACXEc,73
Rex Orange County,Pluto Projector,Pony,2019,4EWBhKf1fOFnyMtUzACXEc,73
Tems,Higher,For Broken Ears,2020,2QdSb68BzZGMgCbsrFmSLc,71
Tems,Free Mind,For Broken Ears,2020,2mzM4Y0Rnx2BDZqRnhQ5Q6,72
Wande Coal,Again,Realms,2020,6qk3jI8bKCgURI3h0d8zBZ,68
Noah Kahan,Maine,Cape Elizabeth,2020,3Z2anmIVG8b1GelyeFQdnP,74
Alzate,Mi Venganza,Mi Venganza,2020,4MAGNMEAi6yUpC5w58eHLN,58
Koino Yokan,Lo Que Hoy Quieras,Lo Que Hoy Quieras,2022,2o0qEJLFTlR3NPxLy7Hz0T,63
Damas Gratis,No Te Creas Tan Importante - En Vivo,No Te Creas Tan Importante (En Vivo),2018,3trowLiYwwOoiwapLISNyk,63
Joji,Sanctuary,Nectar,2020,4VQH4VluDUOsOuDxccTeyN,74
Damas Gratis,Me Vas a Extrañar - En Vivo,Me Vas a Extrañar (En Vivo),2018,3CACzG9I3AoKUKA3ODE5zW,62
Вектор А,Напоследок,Напоследок,2022,0zatabQ1DipXenX95p9E6a,64
1da Banton,No Wahala - Remix,No Wahala (Remix),2022,4yaPPFIafaVaMRHZ5IHkbA,61
Noah Kahan,Orange Juice,Stick Season,2022,07UFnnK3uPIuKv5Rs9TmXl,73
Ella Henderson,Blame It On The Mistletoe,Blame It On The Mistletoe,2020,110lWlsa8fJXgrrwGgg0f1,67
Mano Arriba,Llamame Más Temprano,Cumbia Baby!,2019,6JVZ8mwbwSU8iiJUE2kyql,62
NewJeans,Hurt,NewJeans 1st EP 'New Jeans',2022,5expoVGQPvXuwBBFuNGqBd,70
Victony,Jolene,Outlaw,2022,5483pcvbfX7Ii7gO5JGUpF,62
FAVE,Baby Riddim,Baby Riddim,2021,77eZIuMTB9HrQ86L4ljqEX,63
Kehlani,Nights Like This (feat. Ty Dolla $ign),While We Wait,2019,6ZRuF2n1CQxyxxAAWsKJOy,71
Josh Meloy,Porch Light,Porch Light,2022,43SoxERu5UlXAgt4Es1VQU,78
Asake,Organise,Mr. Money With The Vibe,2022,2wgvxtggKVzPkl0smF2UzI,63
Ke Personajes,Ya Fue,Ya Fue,2022,61mCcE6UJZyxKESDCPvrim,62
Rokudenashi,ただ声一つ,ただ声一つ,2021,2e1gUS6Wv8GS8ZT6FMeE1J,70
melvitto,Trouble,Trouble,2020,5yplb3035SZqG3E6TArvGK,62
Gazo,DIE,KMT,2022,3D29kjUyWxsT3jUUTtARVQ,65
Los Dotores De La Carranga,La De Estrato Ocho,La De Estrato Ocho,2019,0INCLsZgwZDDjs7Ij0B0ZL,58
Luis Gabriel,Toate Diamantele,Toate Diamantele,2020,667WZUNLKbsaNtxtkqP9yo,49
Luis Alfonso,El Precio de Tu Error - En Vivo,"Ayer, Hoy y Siempre (En Vivo)",2021,45DhsSxAU4rENWHUfaZedt,58
Kelly Clarkson,"Santa, Can’t You Hear Me","Santa, Can’t You Hear Me",2021,7B9SFykXtlvM2YCjKwyULL,71
Ruger,Girlfriend,The Second Wave (Deluxe),2022,57jUCJelGAISFxuea34lrr,64
Nininho Vaz Maia,E Agora,Raizes,2021,6b83CJAjIXSk2cUjabJBlm,53
Miley Cyrus,Happy Xmas (War Is Over) (feat. Sean Ono Lennon),Happy Xmas (War Is Over) (feat. Sean Ono Lennon),2018,5KHzV8Gf3aweIMImliFAOs,67
Rex Orange County,THE SHADE,WHO CARES?,2022,1gH1h30wkQdd9zhY3j7a8T,73
Ruger,Dior,The Second Wave (Deluxe),2022,2pempG6Jl7ZHDpCBElQUec,62
Sherine,الوتر الحساس,نساى,2018,63Gl4Wqr98iJnWoNGFOQjr,68
PNL,La misère est si belle,Deux frères,2019,1s3XtkdfT3obSCbQVWtvX9,67
Dinos,Placebo,Imany Deluxe,2018,17jlkHSNHFu1zUuu8QZyOW,69
Tems,Damages,For Broken Ears,2020,3Xfwu3xtPqmJ4nM4jpBm8O,64
Asake,Terminator,Mr. Money With The Vibe,2022,5ycsqezujKrwviU3VFhci1,66
Kizz Daniel,Lie,Barnabas,2021,03DxO8kGNrEGr1VjPSdQs2,63
Marshmello,One Thing Right,One Thing Right,2019,7gZXCjAy6nxKCQWLEeX4LZ,73
BLANCO,MI FAI IMPAZZIRE,MI FAI IMPAZZIRE,2021,1x3Qb8np6S1UvpSLthwEJN,58
Ruger,WeWe,The Second Wave (Deluxe),2022,0cnxJjQ8T4GSz87TaIkwDY,63
Calema,Te Amo,Yellow,2020,5p1eiAHN5xYAMrSUDKxidI,54
Alfa,Cin Cin,Before Wanderlust,2019,5IWgFYcdZ7BqRYKW6lzsAg,61
Ninho,Putana,Destin,2019,5oePa8PlOTPAlRaGs2OZ3A,69
Fireboy DML,Vibration,"Laughter, Tears & Goosebumps",2019,7u0z6FcJDqkZwdpqAqUzmO,62
ooes,права,мои (твои) тёмные желания,2021,6E2ec1JmPOXyh7k37tYhYU,64
Therapie TAXI,Eté 90,Rupture 2 merde,2021,1p9dxTMtG4gZpLp7yzvT54,64
Fireboy DML,Diana,Playboy,2022,6g8vNyogMW32lhHlNcDiwX,64
Why Don't We,8 Letters,8 Letters,2018,4zRZAmBQP8vhNPf9i9opXt,75
Liam Payne,All I Want (For Christmas),All I Want (For Christmas),2019,7lbto9KYTHq5V1PetjIMOF,66
Diplo,Heartless (feat. Morgan Wallen),Diplo Presents Thomas Wesley: Chapter 1 - Snake Oil,2020,3FU6urUVsgXa6RBuV2PdRk,77
Don Medardo y sus Players Mauricio Luzuriaga,Solo Tú,Tropiromántico,2021,0TlYqxRfNGgW0PPNim4551,53
Madison Beer,Reckless,Reckless,2021,5ajjAnNRh8bxFvaVHzpPjh,70
Ninho,Maman ne le sait pas (feat. Niska),Destin,2019,5c2HadbVTsMKjja4gohEFI,65
Coez,La tua canzone,È sempre bello,2019,4Z43nMEiOiNeDrqu2BN0JD,61
Creepy Nuts,のびしろ,Case,2021,3bbIIVIwBoLqVcLebiEJFo,65
YOASOBI,群青,THE BOOK,2021,1zd35Y44Blc1CwwVbW3Qnk,68
Ultimo,Piccola Stella,Colpa Delle Favole,2019,6sLBJkMyZIkGevtpYgeotT,63
Mano Arriba,La Noche No Es para Dormir,Cumbia Baby!,2019,07ZHn1csuJvAQAZiYFds12,59
Fireboy DML,Playboy,Playboy,2022,2AKS1HhpLu2rgkojECUm3V,62
Gazzelle,Destri,OK,2021,7nRFsITVaSHko2Fw2Gcy59,65
Capo Plaza,Capri Sun,Hustle Mixtape,2022,1XpmMe95dk9jh3zuOMpeU2,63
Favé,Mode Avion,Mode Avion,2022,49xOYhvSnClDymbvY7pFe8,67
Migos,Stir Fry,Culture II,2018,2UVbBKQOdFAekPTRsnkzcf,71
Ludwig,Domani ci passa,Domani ci passa,2019,3elLXGwE5zaREuOzWdlRJ2,60
Gwen Stefani,Sleigh Ride,You Make It Feel Like Christmas (Deluxe Edition - 2020),2020,1WhS5KVHCUx7p8CjUAYtGZ,64
Tems,Found (feat. Brent Faiyaz),Found (feat. Brent Faiyaz),2021,0GGfGINoVYiSFXPOjg3RHj,66
Magixx,Love Don't Cost A Dime (Re-Up),Love Don't Cost A Dime (Re-Up),2022,0hW02S9ACVYANz1ica10jH,60
Mentissa,Et Bam,La vingtaine,2022,0cz7pnpGaZFpiyNxsAg4Lh,62
Tananai,TANGO,"RAVE, ECLISSI",2022,74cyFjvgjyiFiQ3QxszFWq,63
Pinguini Tattici Nucleari,Pastello Bianco,AHIA!,2020,0bKDQionn4VKcgNKbs4SWX,64
Fujii Kaze,きらり,Kirari Remixes (Asia Edition),2022,51oc6MEsXTpnPn6GOw5VuP,69
King Gnu,一途,一途,2021,7ncPjJBktLEOpstY5JOUMK,65
Lauv,Mean It,~how i'm feeling~,2020,6mXdCcFnPKQznj4CmMRmHC,75
FAVE,Beautifully,Beautifully,2021,7mFrwc86C3vZKobwpK0jdH,59
Francesco Gabbani,Viceversa,Viceversa,2020,30dke5FBGFpC1mcIz4RJnA,62
Trois Cafés Gourmands,À nos souvenirs,Un air de rien,2018,3LgrzjwX7RVTtAX9Ai12Qm,62
Pinguini Tattici Nucleari,Ridere,Fuori dall'Hype Ringo Starr,2020,5LZVK19ieaV8Mk9FsqTL3F,65
OBOY,Avec Toi,OMEGA,2019,656vbT8JKkVx7g1yG12L89,66
Ernia,Superclassico,Gemelli,2020,6Ahg1hncxUdK0ICqU03BCu,61
Leony,Merry Christmas Everyone,Home Alone (On the Night Before Christmas),2020,2TdaxRL0VAKep3sbuM2O8L,69
Dadju,Compliqué,Poison Ou Antidote,2020,6VtG4p0It4nM0aStU46hEl,66
ヨルシカ,ただ君に晴れ,負け犬にアンコールはいらない,2018,3wJHCry960drNlAUGrJLmz,72
OBOY,Cabeza,Mafana,2020,66tNDqYNR2S6Svwgm3BMi9,63
rares,"La tine și la bani - From ""Romina VTM"" The Movie","La tine și la bani (From ""Romina VTM"" The Movie)",2022,2BsJFgVnk4FYTyzyovwQ5A,51
Fulminacci,Aglio e olio,Tante care cose e altri successi,2022,3AvqtcseWAUMjxuHeUAfsn,57
Ninho,Jefe,Jefe,2021,6HTJgY7iWWlVLSDHsfHePf,64
Michael Bublé,White Christmas,White Christmas,2019,3aHDEjyb4ZMpdj0G2xDGUM,68
Asake,Sungba (feat. Burna Boy) - Remix,Mr. Money With The Vibe,2022,4k4pdUWX8632g7yByxC3rS,61
LECADE,When Im Gone,When Im Gone,2022,4ObFZEXHQJcc8WQtqbCupZ,72
Capo Plaza,Tesla (feat. Sfera Ebbasta & DrefGold),20,2018,093RgZ7RXHZwIrxZhZYX4Q,58
Lazza,CENERE,SIRIO,2022,0mHC3BK9vFGoEU0EcGPWRZ,61
Don Medardo y sus Players Mauricio Luzuriaga,Cumbia Chonera,Cumbia Chonera,2018,0PniWiJeVL4tyF4BVItzHW,49
Gyakie,Forever (Remix),Forever (Remix),2021,4vLY6fJQWgBzQYHzguDZme,59
Il Pagante,Settimana Bianca,Paninaro 2.0,2018,5BqUbKq9rCMrCkRtAiz8XA,61
The La Planta,Universo Paralelo,Universo Paralelo,2022,7wx4KZQ9SRMTldt5ayD1ul,57
AURORA,Stjernestøv,Stjernestøv,2020,2g7kOfDm0QfGHICnvJfP0e,61
Duncan Laurence,Wishes Come True,Wishes Come True,2021,3VpY2SUf41sVpVYwLO4uyg,58
Capo Plaza,Non Fare Così,PLAZA,2021,769M2rTiAoL7x2lKDHLjRa,58
Ana Castela,DONA DE MIM,DONA DE MIM,2022,7sopDXkuzXtHt8AQpdBxmT,70
Random,Chiasso,Montagne russe,2020,76B3Xb8EqIY4NJF5xoNrCH,58
Creepy Nuts,ばかまじめ,アンサンブル・プレイ,2022,7FiTlLKW0Knj8rm7lMa9N7,62
Matías Valdez,Latidos,Latidos,2021,7exaYYNN99DHkbZuHOZWO3,58
Mavins,Overloading (OVERDOSE),Chapter X,2022,3ES1fBQACydIODlZmQS359,55
Jamie Miller,Here's Your Perfect,Here's Your Perfect,2021,2aTKrdenCq5qBOoJPFdn4P,71
El Blachy,Sobrio - En Vivo,Sobrio (En Vivo),2022,3OT8mMdzOWB0MVPHKOgww0,51
T.I BLAZE,Try,Try,2022,2P8GdpevIzNxDQWRtGgmYq,56
PLK,Émotif (Booska 1H),Polak,2019,1O2mX6MrjsJlkCGEF0TVWL,65
Asake,Joha,Mr. Money With The Vibe,2022,5UwxpuGHkwiojKDaPC5ZNu,61
SDM,Mr. Ocho,Liens du 100,2022,1xLCwgQcF6bKncTJmRGGws,65
GIULIA BE,menina solta,menina solta,2019,2MOq63fxuFLYQM3CsDcFs1,65
Ultimo,Ti dedico il silenzio,Peter Pan,2018,6GLmGfALwjzCaOiHwgfU7g,60
Tananai,BABY GODDAMN,"RAVE, ECLISSI",2022,37L7CN8VlbcLZIpWLG2QiU,58
IV Of Spades,Come Inside Of My Heart,CLAPCLAPCLAP!,2019,3Eb5sztvEMa0Mqnb8DUAlU,74
Roman El Original,No Te Contaron Mal,No Te Contaron Mal,2019,3kTbCMCftDxUscAi7VO4nA,60
Werenoi,All eyes on me,Telegram,2022,3oLn9QmwHO8Yu7NRCdAfIj,63
LANY,Malibu Nights,Malibu Nights,2018,0Eqg0CQ7bK3RQIMPw1A7pl,72
Bruno Mars,Just the Way You Are,100 Greatest R&B,2019,2osJCvi2zzebMQTc7vvcAm,57
Angela Leiva,Amiga Traidora,Angela,2019,0pj1P1kA7Tgeg9PVEeYIFA,61
Lojay,Monalisa,LV N ATTN,2021,1zwZ26A7OA5wTrA3FejCLL,58
Pinguini Tattici Nucleari,Rubami la Notte,Fake News,2022,3mMjLv3IyxlEKmXg3JxCI5,61
