artista,cancion,album,año,spotify_id,popularidad
Yuuri,ドライフラワー,壱,2022,4kPlQKwtPrnqLgrmmKFSlA,65
Fireboy DML,What If I Say,"Laughter, Tears & Goosebumps",2019,6qXdAsUH8I7j3A0d7sX6qz,57
IV Of Spades,Mundo,Mundo,2018,61vyXXtY7OSYFRtSzv5ehw,70
Senidah,100%,100%,2019,5cbC79O7LuxezuLZQOIouq,59
Luchè,Stamm Fort (feat. Sfera Ebbasta),Potere,2019,7iTTQvztpfrDneVSX9IGBD,57
KALUSH,Додому (feat. Skofka),ЙО-ЙО (feat. Skofka),2021,7kKTYTHULdERuHGCkVyLVD,46
Zehr Vibe,Distance Love,Distance Love,2021,55nRhkhe7ckZhazYrv6ZOX,67
Italian Somali,Follie Flow,Follie Flow,2021,5FStt1oUt5t1ziLuvFTmkb,41
Guè,Bling Bling (Oro),Sinatra,2018,11AXfsh0V6zCCU7Po6kQiY,59
My,Остров,"Ближе, Pt. 2",2018,0uhI1APF1D4scWNrOUCMIw,52
Bolaget,Kan Inte Gå,Kan Inte Gå,2021,6KOzO2mUwSwe8a9GiJAn7X,64
Zvonkiy,Голоса,Мир моих иллюзий,2018,6YTfqiXQdX1SODLieUjNdf,55
Maninder Buttar,Ik Tera,Ik Tera,2019,57DhVYA7E1CyrE4OKuyLb7,66
Ghali,22:22,DNA,2020,6BsxtJ3aKkc3KqB734VaYJ,57
Yalın,Deva Bize Sevişler,Deva Bize Sevişler,2019,4BFkZNFL1B3HtlZC6b2nih,61
Три дня дождя,Отпускай,Байполар,2022,1yrQI5Ycgi7xU9P4i98NXL,52
BIGBANG,FLOWER ROAD,FLOWER ROAD,2018,5tmKSkKHNVrxh4Fctj2TdS,57
Jah Khalib,Медина,E.G.O.,2018,2ZTwEA73OreT35Nm0mjCkj,52
Sasha Chemerov,Любила,Любила,2021,5qKLAXmy19fE0Z9vRbLFhz,49
Rocco Hunt,Nisciun' (feat. Geolier),Libertà,2019,6nUJr7wd4hiPBLjC8Db2Cr,57
Boza,Temple,Bucle,2022,6Qqo9UEYNbfRBLzzJ7S9Nx,44
December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),Langit Mong Bughaw,2019,6rIx9meOtOHDoo6ryRUdHv,67
Rajat Nagpal,"Dil Ko Karaar Aaya (From ""Sukoon"")","Dil Ko Karaar Aaya (From ""Sukoon"")",2020,5urYiIXu1ZhfMAOsp7WDTc,67
Gyakie,Sor Mi Mu,Sor Mi Mu,2020,0AzAaHxrFAP9x0LXWDDfkp,52
Harnoor,Waalian,Waalian,2020,68AyTcvyK46hpzwohHUkJI,66
Hamza Namira,Fady Shewaya,Mawloud Sanat 80,2020,3qRGs7H1bPfshHh19syRKQ,52
Ryokuoushoku Shakai,Mela!,Mela!,2020,6IO5nn84TKArsi3cjpIqaD,65
Arthur Nery,Binhi,Letters Never Sent,2019,092cPwFlwBXdB3QF3X469W,68
Mohamed Hamaki,Adrenaline,Adrenaline,2022,1uE7Gln68v4duncYy4QgQm,53
Monetochka,Папина любовница,Декоративно-прикладное искусство,2020,0tdRgufTWFxk2QgYyIifQH,51
Bárbara Bandeira,Como Eu,Como Eu,2018,1YqnwlKHXQ1XYhIhakVikB,49
Swanky Tunes,Люди с автоматами,Люди с автоматами,2018,6v4sXroNQORvqqytJzGm7M,52
December Avenue,Kung 'Di Rin Lang Ikaw,Langit Mong Bughaw,2019,2KjZEVkRS7wStfRygdRnso,67
Madrigal,Dip,Neogazino,2021,0r6tglSiN3TZTyRMvMCR5B,62
Shae Gill,Pasoori,Pasoori,2022,7lvDsmTRXFE3dK4OjvRiWB,68
Laddi Chahal,Rubicon Drill,Forever,2022,03yKEFruN3BS2coglBtt2N,66
thasup,fuck 3x,23 6451,2019,5YxP1CkunbhUQVvctFOHa7,57
алёна швец.,Вино и сигареты,Вино и сигареты,2020,7x6lrNeqx7bi981vmElWj2,53
Harrdy Sandhu,Bijlee Bijlee,Bijlee Bijlee,2021,1iZLpuGMr4tn1F5bZu32Kb,67
Cup of Joe,Estranghero,Estranghero,2022,6HVT2c1ZZdhH1nGFb4AxUJ,70
нексюша,На твиче,"Осторожно, постмодерн",2020,3tkxxgEqEe2NsBuFW5aiNa,54
Marracash,CRUDELIA - I nervi,Persona,2020,5dsz7MTrNdN9aMTrnp7sOG,57
SKOFKA,Чути гімн,Чути гімн,2022,4Yzlz45QgjUKZmN2KrK4AP,45
Akhil Sachdeva,"Tera Ban Jaunga (From ""Kabir Singh"")",Best Of Akhil Sachdeva,2019,4OcvkkpF3xmyCGGY5IBlgi,71
Pedro Abrunhosa,Que O Amor Te Salve Nesta Noite Escura - Ao Vivo,Que O Amor Te Salve Nesta Noite Escura (Ao Vivo),2022,79JW4tqG3AigegX3sKRxgi,47
Darshan Raval,Asal Mein,Asal Mein,2020,0rMeOAvbQZ2RTG4B6L1M4p,72
Mrs. GREEN APPLE,ロマンチシズム,Attitude,2019,0JcI7OdALbpSFkyKoufRYs,68
Filipe Ret,Good Vibe,LUME,2022,0ssgd2ZvDawP0KHGfBYRpv,67
Kchiporros,La Cima,Hasta Arriba,2021,5wBpXZG43u7flHH97cnGBk,42
Kaifi Khalil,Kahani Suno 2.0,Kahani Suno 2.0,2022,4VsP4Dm8gsibRxB5I2hEkw,71
Matias Damásio,Teu Olhar,Augusta,2018,1AvnHYxwYDVJI2ff6h9z4m,48
Sherine,نساى,نساى,2018,2AVA6NJZXA7UERS5nnsTzz,52
Geolier,P Secondigliano - 2020 Remaster,P Secondigliano (2020 Remaster),2018,1mnEdOTC5DoUrKjzNrnfCP,56
Montez,Auf & Ab,HERZINFUCKED,2022,2sFsvaMRe8PKo5AFdBE9qC,64
Cairokee,Ana Negm,Roma,2022,6CU68VwcV10VfulVQMfj3X,58
FAVE,Mr Man,Riddim 5,2022,6VQMo5jaGsonAAPCRkfkQO,50
100лиця,Чорнобрива,Чорнобрива,2022,4N822HhhcRrVKuX3Ni9L0T,45
Atif Aslam,Dil Diyan Gallan,YRF Top 10 - Falling in Love,2021,0FBQ4NrrHUbR9kus7rzrOj,71
Prateek Kuhad,Co2,The Way That Lovers Do,2022,3hB9lDLyAClYVZivMMl20N,69
Wellboy,Вишнi,Вишнi,2021,1xHs6PLjlvqihewyitoP3A,46
Дора,Младшая сестра,Младшая сестра,2019,74rl89i6GlqWwOFVlBtEh9,53
Cem Adrian,Kül,Kül,2021,5NPg92vbjaGk4q9mh7MMEM,61
Ramy Sabry,Hayaty Msh Tamam,Hayaty Msh Tamam,2020,5P1lXXSESjRau7dg9l6egg,57
SHUMEI,Біля тополі,Біля тополі,2022,1NMcQpg1J5RaUxPTLifSnq,45
Madrigal,Seni Dert Etmeler,Seni Dert Etmeler,2020,10n66m41IGjA2ZulKPK7Ew,67
Magnus Haven,Imahe,Imahe,2018,65sEZZaxTjLMD8vNgPoMz5,65
Treaty Oak Revival,Missed Call,No Vacancy,2021,6ybZUqlfk938oS6WeBmDab,74
Simge,Aşkın Olayım,Ben Bazen,2018,4o4kbDP7DMVFPwAf5D5bj9,65
Aastha Gill,Kamariya,Stree,2018,5cjVsWqIkBQC7acTRhL0RO,68
ANNA,ADVICE,LISTA 47,2022,3gQkyNcw4YuyeUcFM5d9TB,56
MiyaGi & Endspiel,Фея,"Hajime, Pt. 3",2018,1meLrywcyg3b75lPkcesrL,51
HammAli & Navai,А если это любовь?,А если это любовь?,2020,5Un71eDlbiGDEzZJzACuNp,51
Darshan Raval,Hawa Banke,Hawa Banke,2019,1L3Nsi7YXtBxTdnbqektia,68
Tom Twers,Falle Für Dich,Falle Für Dich,2022,1RUp6d887zj0N9CrTwYb1j,63
Poshlaya Molly,Буду твоим пёсиком,Грустная девчонка с глазами как у собаки,2018,3peGvpKhK1lBmvk8WdY8N5,53
Fernando Daniel,Voltas,Voltas,2018,3K53RODdfVk8K9yv3GCPQP,47
Maninder Buttar,Sakhiyaan,Sakhiyaan,2018,3sqRODOZ1Z6hR4F2tnFAlg,68
МОТ,Она не твоя,Она не твоя,2018,0Nm79UWy3P9dQ6MmMkOQsf,50
Luis Vega,Me Va Mejor Con el Alcohol,Me Va Mejor Con el Alcohol,2022,5mp6C8onAKC2fjsblkx2Ij,41
Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",2021,2rOnSn2piaqLAlYjtfUBlY,70
Luana,A Ella,A Ella,2018,11M9zITpmXCbWRbwwFYwjV,43
Amaal Mallik,"Chale Aana (From ""De De Pyaar De"")","Chale Aana (From ""De De Pyaar De"")",2019,6vuMdb0E8buJeSHArN3dXk,69
Mares,Sunnanvind,Sunnanvind,2019,4GK4mydvnsodLEHWb4zJV4,55
алёна швец.,первое свидание,первое свидание,2020,3Ng7FOEJa7tS0KTSUJb2Qq,51
Geolier,Senz E Me,Emanuele,2019,35tcdhST5fj8WlVleES9Dy,55
Sachet Tandon,Malang Sajna,Malang Sajna,2022,73K33p4Vyz9koXGqmL5eFs,72
Męskie Granie Orkiestra,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)","I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",2021,64F1Z2LAsf04V346A75hi1,60
Wellboy,Стиль,Стиль,2022,6JQ35ZJlMD79PcTKGzuABl,47
алёна швец.,Портвейн,Портвейн,2019,2O1mAnTcu5WuP6ICdBRKFP,50
Payal Dev,"Tum Hi Aana (From ""Marjaavaan"")","Tum Hi Aana (From ""Marjaavaan"")",2019,6E9UwSfT80age2xknoMS7Y,69
Eddy Lover,Te Gusta Hacerla,Te Gusta Hacerla,2018,2o2gdSF4k51YO18WEWY40v,43
Canozan,Toprak Yağmura - Akustik,Dolunay,2018,3FoxsQsG5Z9bMuqdF5szJO,63
Diljit Dosanjh,Lover,MoonChild Era,2021,0XwRlvv3KlOu4HWlOH34XG,68
Mrs. GREEN APPLE,ダンスホール,ダンスホール,2022,4NaaF28BeO9WzjDrSS71Nz,72
Bahaa Sultan,Ta3ala Adalla3ak,Cigara,2021,3LXPZvEHf0vhgFKs4giHSS,55
zhanulka,ты похож на кота,испанский стыд,2019,1AbuUhtugvlVM4N6EZUjyz,51
Tedua,Vertigini,Mowgli,2018,1Oou7m2VuxCDSOdqsu07TU,56
Medi,Пистолет,Пистолет,2022,3bEbRxixvEVlEVIgvepXcg,41
Nedaa Shrara,Habaytak Bel Thalata,Habaytak Bel Thalata,2019,7suFLDWMo2NTYS4DvDuXtD,51
Luana,Lo Siento,Lo Siento,2018,43hojzXXkbPHjoMmEuPHwP,43
Vishal Mishra,"Kaise Hua (From ""Kabir Singh"")","Kaise Hua (From ""Kabir Singh"")",2019,1y1rQTkWmrZdJmjwuK07GC,72
Harrdy Sandhu,Kya Baat Ay,Kya Baat Ay,2018,1ZaeaGLhFSckG8sv1y7AWk,67
El Boys C,Carne Hincha,Carne Hincha,2022,0yen8hbAD1iLcdnQYvf5yv,48
Sachet Tandon,"Mere Sohneya (From ""Kabir Singh"")","Mere Sohneya (From ""Kabir Singh"")",2019,2IoZMG3RqiTmsy7Li3zGFg,73
Muslim - مُسلِم,Etnaset,Etnaset,2021,5hiQSNo6jQbQ2m2gBZs7bU,57
KOLA,Біля серця,Біля серця,2022,20SSuP71R4A88qHQu4BKY6,44
YAKTAK,Чекає вдома (feat. DOVI),Чекає вдома (feat. DOVI),2022,5F9CLUvuRyku0ZdT4ljPQt,45
Riar Saab,Obsessed,Obsessed,2022,6Z4rRhYZVQsYKmrxD40tru,66
Mohamed Mounir,لِلّي,لِلّي,2022,0Kb87SCKl8pFyKm0yD9TYf,55
Eiby,La Sesión #47,La Sesión #47,2021,3X8NRejOXJ0gKzDC6qVzn6,42
BINI,Lagi,Feel Good,2022,5YV9UyeC3dMV4kuRiTMGJs,66
BINI,Huwag Muna Tayong Umuwi,Feel Good,2022,7haQq014RoahMX6spW4z1z,64
Mohamed Mounir,لِلّي,لِلّي,2022,0Kb87SCKl8pFyKm0yD9TYf,55
Eiby,La Sesión #47,La Sesión #47,2021,3X8NRejOXJ0gKzDC6qVzn6,42
BINI,Lagi,Feel Good,2022,5YV9UyeC3dMV4kuRiTMGJs,66
Sauti Sol,Afrikan Star,Afrikan Sauce,2019,57ZphidHkoCJY20u4QSIZA,52
Ramy Sabry,Forsa Tanya - Music from the Original TV Series,Forsa Tanya (Music from the Original TV Series),2020,3PvwLFsBlIwyKGXgHvHqmH,57
Peter Jöback,Jag kommer hem igen till jul,Jag kommer hem igen till jul,2019,3eusN83SiYVrSA3hG4drFy,62
Кореш,глаза не врут,глаза не врут,2022,57aTgoNTFiX9es72D80s4Y,51
Davina Michelle,Duurt Te Lang,Duurt Te Lang (Beste Zangers Seizoen 2018),2018,2rzZ0IGxgrGUAPwrWn80z7,58
satomoka,melt bitter,melt bitter,2020,6uSe3ACORUIVrAyiP84RZi,60
Sajfer,Karneval,Karneval,2022,3nANSPdGPDTIHwsjUEGLQt,52
Jasleen Royal,"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",2021,72zHuDxFQTjbL51qJQSA7j,69
OFFICIAL HIGE DANDISM,115万キロのフィルム,エスカパレード,2018,278JqkBGkjDovOYAwE8TW7,64
Poshlaya Molly,Клеопатри,PAYCHECK,2020,5nqsDE9UBnIgmH7eaqmOWX,51
Medi,"Не, мерси - Single","Не, мерси - Single",2020,1bwLTopYsL8A0j0fg7fi79,43
Jasmine Sandlas,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Illegal Weapon 2.0 (From ""Street Dancer 3D"")",2020,5fXslGZPI5Cco6PKHzlSL3,66
高爾宣 OSN,Why You Gonna Lie,#osnrap,2019,1rjUBUTswCkN8DIBxkgjJs,56
Treaty Oak Revival,Ode To Bourbon,No Vacancy,2021,4kvCtReby19JPkePLwy8Pq,72
Poshlaya Molly,Типичная вечеринка с бассейном,Грустная девчонка с глазами как у собаки,2018,1ndGHWAEXWz9jVr5bAgCrU,51
Папин Олимпос,Тёмно-оранжевый закат,Тёмно-оранжевый закат,2019,3rzmAXXnpqnPRCNk9exawQ,51
Sachin-Jigar,Apna Bana Le,Bhediya (Original Motion Picture Soundtrack),2022,5bQ6oDLqvw8tywmnSmwEyL,74
Anuv Jain,Alag Aasmaan,Alag Aasmaan,2020,3bQsp4Vr9Rg4fNCx6HPOgX,71
YARMAK,ДИКЕ ПОЛЕ,ДИКЕ ПОЛЕ,2022,7g9brrz6mR8dm1kwYFwnRx,45
Yasser Desai,"Makhna - From ""Drive""","Makhna (From ""Drive"")",2019,7BjQqiOJio4RdPL33yALKE,67
Anuv Jain,Gul,Gul,2021,6ivemTXTn27PwVjtd0oqDs,70
Abdul Hannan,Bikhra,Bikhra,2022,0OdztoASgKBBNcAgtErk0X,67
Мэйби Бэйби,Аскорбинка,Аскорбинка,2018,3TpprxzjCl9wepoJfbpq39,51
алёна швец.,Ведьм у нас сжигают,Проволока из одуванчиков,2019,7JBazdqjJcsMHLBg5PtdIE,49
Maan,Stiekem,Leven,2022,4fWyBvLIPO68D2Ff87t1em,58
Gajendra Verma,Tera Ghata,Tera Ghata,2018,7qchN9iUKSFijPsadG9m2w,70
Дора,Барбисайз,MISS,2022,2qsXes5vZabYIFqqYCP1Hs,50
King Gnu,カメレオン,カメレオン,2022,0J0P8iSE6l3pYHbUdNFYdS,63
Cairokee,Nefsy Ahbek,Roma,2022,7yZc2gKENILqeJWofabYNF,56
Luchè,Torna Da Me,Potere,2018,5iSHLCuc0K3pUW16b7sSP4,57
Goldband,Noodgeval,Betaalbare Romantiek,2021,2LcmbuYX7tyR4DWy3b273L,60
Evdeki Saat,Uzunlar - V1,Uzunlar,2020,1vLkBVAy8ZWrqcQjYTPP3a,62
Luana,Oncemil,Oncemil,2018,410lIZFCnoFccyH9Kpt4Oc,42
Creep Hyp,栞,泣きたくなるほど嬉しい日々に,2018,2Bsg6EfrmEx0x0eC8v4vuG,60
Mohamed Hamaki,Mel Bedaya,Kol Yom Men Dah,2019,2j9B8YHcnxDwiDNZg6UXFl,55
陳華,想和你看五月的晚霞,華與浪漫,2022,6pFxVcn6T4BdP8mfZpTQHZ,59
Akhil Sachdeva,"Humsafar (From ""Badrinath Ki Dulhania"")",Best Of Akhil Sachdeva,2019,7aE1lfskJLMHQnzCCP1zsV,70
Gruppa Skryptonite,Ты не верь слезам (LAB с Антоном Беляевым),Ты не верь слезам (LAB с Антоном Беляевым),2021,40p1mekNnxpT5bE6tRRvky,49
Luchè,Le Pietre Non Volano (feat. Marracash),Dove Volano Le Aquile,2022,5hjMhdi5EBlwpcthmhUgOD,57
Asim Azhar,Jo Tu Na Mila,Jo Tu Na Mila,2018,6DefzsWqnwrFrmNVnJxWkS,66
DJ Damyan,Airport,Airport,2022,3vh1Aptqt8lvpudQhnCc5v,38
Sanam,Gulabi Aankhen,Universally SANAM,2019,1ccZZf0IQi5y0bHMl2aGDF,68
back number,HAPPY BIRTHDAY,MAGIC,2019,4FMz2RFrbDGzJO7K4D0vS3,71
ريفو شو,علي باب السيما - من مسلسل ريفو,Rivo (من مسلسل ريفو),2022,5gdERhZjshqCGHnCPWJhqM,56
Нумер 482,"Добрий ранок, Україно",ДРУ,2018,5YZNLIF1saO6y3T8FaQoom,44
Sachet Tandon,Maiyya Mainu,Jersey (Original Motion Picture Soundtrack),2022,3ygfdwvBJ2Y5XhJiiHFFZE,73
Farid,بأمارة مين,بأمارة مين,2022,0SbObewB36qKLWcaxMntej,53
Krisko,Da Ili Ne,Da Ili Ne,2019,2rT6xyUhl3d1rGnvSjnWXz,40
Unique Salonga,Sino,Grandma,2018,2xCkiGqGMkAIg6fQTag51C,67
Domingues,Fica,Fica,2020,5x2NQmYWyqExdyyXjNIWh3,50
Ramy Sabry,Seket Leh,Ramy Sabry Collection,2018,50a2GGMcmDCMKTo73OppNW,60
Poshlaya Molly,Беспечный рыцарь тьмы,PAYCHECK,2020,3mzd5DSPaPHyK4hqUYIW4o,51
Kaśka Sochacka,Niebo było różowe,Ministory,2021,4srUcUkIP3NejBuRvQz3Gv,60
Kris Kross Amsterdam,Vanavond (Uit M'n Bol),Vanavond (Uit M'n Bol),2022,0gq4UgDPGFdqpsWshU7dmv,59
Arthur Nery,Happy w u,Happy w u,2020,0EA8jl8Wje9ALRKC8Qlzyt,64
Bakr,Вредина,Вредина,2022,6z3RBRZVdV34ZjFKgjmDXA,53
Taaruk Raina,Kho Gaye,Mismatched: Season 2 (Soundtrack from the Netflix Series),2022,2QophXhN2Ls2URfoPmiviC,69
Alamat,Maharani,Pasulong,2022,6KAnNItOZJ85PT3s0KqMgT,63
Galin,Нашата,Нашата,2022,1fTNb11PK6Ode6hx4bC8pl,42
Macaroni Empitsu,なんでもないよ、,ハッピーエンドへの期待は,2022,5W7Y92LB4jWvu9NeEQ0GZl,65
Sachet Tandon,"Humraah (From ""Malang - Unleash The Madness"")","Humraah (From ""Malang - Unleash The Madness"")",2020,4xmkpE1Si5JL7NFxWrhV0S,66
ЩЕНКИ,"Уходи, если хочешь",Цвет времени,2019,4swfTonfZjwnvz8fwXAikg,51
Sachet Tandon,"Bekhayali (From ""Kabir Singh"")","Bekhayali (From ""Kabir Singh"")",2019,1feANd8EfcDP5UqSvbheM3,68
Lidia,Грешници,Грешници,2021,6W2jsJG6MPPJ6xTWcNEeHr,44
Darshan Raval,Mujhe Peene Do,Mujhe Peene Do,2020,3FbZoPzEaUBOD84l1FwFEH,67
Tsvetelina Yaneva,Филм за нас,Филм за нас,2021,772ARvmnEjryug7ce0lRAF,42
нексюша,Фенибут,Фенибут,2020,77IURWILP5OmWPP1LIWKEe,51
Paul Kim,"Every day, Every Moment","Should We Kiss First? (Original Television Soundtrack), Pt. 3",2018,3Ml2s37uS9jqRM2R3bfDiB,54
Ant Wan,Malaika,Leylas World,2021,6IgMLWNcxP1vONuQSIDEpk,57
Khrystyna Soloviy,Fortepiano,Любий друг,2018,5QE1XNQTGwFuCF7bxhwdRo,47
Мэйби Бэйби,Тамагочи,Тамагочи,2019,0L3nGkIngSTWMKp1Yz4pSU,49
sanah,ostatnia nadzieja,UCZTA,2022,2KTfSSKBBfMLXwDqrtoOE5,57
Sachet Tandon,Barbaadiyan,Shiddat,2021,6qZyM6JV8ohLC4S2EL5sFh,67
Irina Kairatovna,5000,13 ВЫПУСК,2020,4SoNwm8ceBTUWdE5Ua5dxF,50
Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",2019,57jOEZtoLQK4zF2x55bdkp,69
Aditya A,Chaand Baaliyan,Chaand Baaliyan,2020,0snQrp1VaY5Pj1YIHRJpRJ,69
Sena Şener,Sevmemeliyiz,İnsan Gelir İnsan Geçer,2018,7sNgPpXH3mDpC12yRUqEtz,62
Yuuri,シャッター,壱,2022,19mjCzLuMHZ0Tyn3eI85bo,63
Tuna,היי בייב,מזרח פרוע,2021,1D8HR389yohrWVZ1yHI2bc,53
Mbosso,Shetani (feat. Costa Titch & Alfa Kat),Khan,2022,4zCzPIdWmPDnvcyhSGvHqS,42
Atif Aslam,O Meri Laila,Laila Majnu (Original Motion Picture Soundtrack),2018,5sUSbJo0brScvv48ZZ1HrQ,73
BARBEL,Casaya,Coexistencia,2022,4iRHjxLojZsyclcODm5NOv,50
Bakr,Сирень,Сирень,2022,5i3H6himHZaKZT3Dk8lr8Z,54
sanah,Nic dwa razy (W. Szymborska),sanah śpiewa Poezyje,2022,384lHduuDsrR4HPUwR3fG4,57
Son Mieux,Multicolor,Multicolor,2022,2ExdbieQffMXpY7ygN2YN9,54
Aditya Rikhari,Faasle,Faasle,2021,0s76ExpXyMGVBlKLUr683e,66
Bonapart,Алмата-Семей,Алмата-Семей,2018,41gRAnGJ3hyF0GLMe4Rx4h,53
Domingues,Romance de Cinema,Romance de Cinema,2020,0WmSoWksyfhCME62WhkP2U,49
YAKTAK,Не мовчи,Не мовчи,2022,5tme0g6CY1F75LjKV69Gfm,43
Baani Sandhu,8 Parche,8 Parche,2019,42ETKyApzUl8hTtytFAjen,64
Cup of Joe,Ikaw Pa Rin Ang Pipiliin Ko,Ikaw Pa Rin Ang Pipiliin Ko,2021,3LvrJEPQ61Vvj1t3Edg20X,65
QARAN,Tareefan,Veere Di Wedding (Original Motion Picture Soundtrack),2018,2SN54RFfaafTk7TE1n1Na4,65
Sauti Sol,Melanin,Afrikan Sauce,2019,6P4kIjBGUzlieJBkUFobTL,49
Frenna,Speciaal,Francis,2018,1IJ2kXcVKw9Of3weornLMo,54
Frsh,Niemand,"Bloed, Zweet & Champagne",2021,2YvgZUpuLyBAbbfVHeyyrB,54
Astrid S,Når Snøen Smelter - fra Tre nøtter til Askepott,Når Snøen Smelter (fra Tre nøtter til Askepott),2021,0M3G7kxxZt2W1T3PH97iXd,64
Idan Amedi,חלק מהזמן,חלק מהזמן,2018,3hay408PSjTAxPn5TPxzyh,51
