artista,cancion,album,año,genero,spotify_id,popularidad
Roselia,FIRE BIRD,Wahl,2020,rock,6zj48TjUA1GKb28KZMdXKX,43
Luke Bryan,One Margarita,One Margarita,2020,rock,6NhS5LwYbJ6xD7BGvlWRJO,56
NANAOAKARI,チューリングラブ,七転七起,2020,rock,3riqV8PHEAHT4V0O0NPFKe,49
Kip Moore,She's Mine,Wild World,2020,rock,6NCbMyR7A8MjbX0UhaEgbd,53
KALEO,Backbone,Backbone,2020,rock,20V7jjW1DI9P4W4oHrn0T4,41
Leroy Sibbles,Rock and Come On,On Top,2020,rock,7hM8O7dyBiz26PXOn828Xv,29
Indochine,Nos célébrations,Nos célébrations,2020,rock,6h0kUO3LKcYHH1E9yUkL4z,49
Eda Baba,Her Şey Seninle Güzel,Can Suyu,2020,rock,1eQhHMQyp97iDwpxWiqCYX,46
Jordan Feliz,Faith (Fe) [feat. Evan Craft],Jordan Feliz Collection,2020,rock,3o84UCxrGt0MJ57IHDEzZc,45
Sam Hunt,Breaking Up Was Easy In The 90's,SOUTHSIDE,2020,rock,4sf2L157iEgAR7yrCNLgSq,56
Surfistas Del Sistema,Amarrados,Tanta Mentira,2020,rock,2VQs7EuamXdesJdZ7WMZdo,43
Spacey Jane,Skin,Sunlight,2020,rock,1LdGcv246dZ321xFTrNUIe,53
NO CIGAR,Liquid Dynamite,Radical Road,2020,rock,05MjzuTqG0hMFOuQQ5K6rG,44
Brunori Sas,Al di là dell’amore,Cip!,2020,rock,7EX5A8kN8DFjl4P258b5WI,41
Noize MC,Вояджер-1,Вояджер-1,2020,rock,3kHekPoBqhrtygE7wgwT2u,42
Las Pastillas del Abuelo,Interpretación,2020,2020,rock,05vnZ5gRFyJ2shRGN3vBnf,39
Joe Buck,The Way You Take Time,White Roses,2020,rock,4tGFolWWUfUCQzvaNgjwbh,43
The Beaches,Desdemona,Desdemona,2020,rock,2kVfZbbgGzaK86KSIoe0GT,43
Jeremy Camp,Keep Me In The Moment - Radio Version,Keep Me In The Moment (Radio Version),2020,rock,2c87x3mBYuffK4ihylVwAG,51
A Great Big World,Wrap Me Up Under the Christmas Tree,Wrap Me Up Under the Christmas Tree,2020,rock,2FFut5RFmOjBdeZpsA7VdY,45
Spacey Jane,Good for You,Sunlight,2020,rock,2Nw6tjb0euV6LApzN4fU0a,53
Siddhartha,La Ciudad (Cap. 6),MEMORIA FUTURO,2020,rock,0BxqSFo3Fg1B5edTsle06P,47
Thalles Roberto,Escolho Deus,"Saudade, Vol. 2",2020,rock,4DlUWz3HnEoQrwKN0fFfwO,52
Dustin Lynch,Thinking 'Bout You (feat. Lauren Alaina),Tullahoma,2020,rock,6NebrV4ZigAoXIRbe11hxh,57
for KING & COUNTRY,Silent Night,A Drummer Boy Christmas,2020,rock,2cQgsYdpvWDfy33Q3Twp5A,49
Matthew West,The God Who Stays,Brand New,2020,rock,0YHWj5wYTjbENOi7cWGSpK,52
El Zar,Huelga de Amor,Pura Casualidad,2020,rock,4614qe59G0Z1asyrzksgsE,36
Sam Hunt,Hard To Forget,SOUTHSIDE,2020,rock,10xuH52YSXHWFwCaF1fsDd,58
Sam Fender,Hold Out,Hold Out,2020,rock,4MBxiq9e0jpWxJikv4kJA4,45
El Plan De La Mariposa,Revoluciones Caseras,Estado de Enlace,2020,rock,6pdrsMgdL2XFAczTDXaURr,38
Brunori Sas,Capita così,Cip!,2020,rock,6ZSOWtmSVoAYl3agvxuZui,41
N.Flying,Oh really.,"So, 通 (COMMUNICATION)",2020,rock,2YzaJuoqGltZJziw7qAnFC,41
Las Pastillas del Abuelo,Neblina,2020,2020,rock,6SsLX0w0eLAOWX4WemqR7A,38
No Te Va Gustar,Tan Lejos,Otras Canciones en Vivo en Latinoamérica,2020,rock,3XsRIqq4RnHfTRrHdZnNIm,35
Macha Y El Bloque Depresivo,Apaga la Tele,Apaga la Tele,2020,rock,1K5GHnSKDbHeP1YIeb1Vwa,45
Miss Montreal,Have You Ever Seen The Rain,Beste Zangers 2020 (Miss Montreal),2020,rock,6jDSZMaEVGiJzBOGK25jlS,42
Nochnye Snaipery,неторопливая любовь,O2,2020,rock,6EJpGt2OK4YOuYiDxKWGfq,36
Temple Sour,Plan A,Plan A,2020,rock,3YHNQW3RnOJRo1ifGbQyW9,35
Sigurd Barrett,Flip Flop Fliep Flap (Pilfinger Dance Song) - Remix,Flip Flop Fliep Flap (Pilfinger Dance Song),2020,rock,4ZY2tTJfvwD8dpayRECrXs,36
Reckless Love,Loaded,Loaded,2020,rock,72CyNeu49aqObFUjwslKEh,32
Lime Cordiale,Dirt Cheap,14 Steps To A Better You,2020,rock,4ozcKJYg9jNsuBTZCD6PpA,47
Cruzando El Charco,Montaña Rusa Emocional,Montaña Rusa Emocional,2020,rock,6OrpYqotia6MQqlKZKsgZ1,40
Eve,心予報,心予報,2020,rock,5zs4EN2bPqsDLk0YtPwus3,44
Ciro y los Persas,Vas a Bailar (Acústico),Guerras (Un Viaje en el Tiempo),2020,rock,0SbZY0dNqRTICfIEdGJrdT,36
Miss Montreal,Angels In The Sky,Angels In The Sky,2020,rock,4c6B142s4XIhbXjLSDaGew,44
POLKADOT STINGRAY,化身,何者,2020,rock,5I9mt1b9n4y9fim4qsYsTq,42
LosPetitFellas,Sálvate Tú,777: Buenos Días,2020,rock,1k1UtbZcgoyNhcrLWgWn0d,35
The Goo Goo Dolls,Let It Snow,It's Christmas All Over,2020,rock,4Nz0eikSzROrQ2yix8WKv1,37
Blossoms,The Keeper,Foolish Loving Spaces (Deluxe Edition),2020,rock,1xOWh6DaC14C1ExiPdYv8b,44
La Delio Valdez,La Marca de la Gorra - En Vivo en Teatro Gran Rex,La Marca de la Gorra (En Vivo en Teatro Gran Rex),2020,rock,2WiXC3N7FhogWVHpj2rnKW,41
Tarrus Riley,Remember Me,Healing,2020,rock,4kCacFDXv4mudrYlNUlobZ,33
Balthazar,Losers,Losers,2020,rock,2JyX3yb7Z5LePP4uFaYB4O,37
I AM THEY,Faithful God,Faithful God,2020,rock,0OZGzrcnmOC56TJGQ2E3yu,51
Ocean Alley,Infinity,Lonely Diamond,2020,rock,18OTA8Cc3tObLiSbYHUuML,48
Brothers Osborne,All Night,Skeletons,2020,rock,0gv4JVcgmb8HihoucEXVxh,49
Kazzabe,Kazzabe Rebane,Puros Éxitos,2020,rock,3nBVjyKvG18SzIALTzh32K,24
HoneyWorks,ヒロイン育成計画,好きすぎてやばい。〜告白実行委員会キャラクターソング集〜,2020,rock,0IaExWYw8Ln3pD7bUmDSEM,46
SHE'S,Letter,Tragicomedy,2020,rock,3dcr43MF38OMFo5qMUcLMt,45
Ciro y los Persas,Difícil (Acústico),Guerras (Un Viaje en el Tiempo),2020,rock,1d762QiBeWsi4CUhNXd8mh,35
Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix,Houseparty 2020,2020,rock,4FRqM1mahmNdLOT9OQOr8q,46
Los Rodriguez,Sin documentos,Canciones que nunca se irán. Los 90,2020,rock,1YnR7dvIqaIXnKrcvktN8r,36
NEEDTOBREATHE,Banks,Out of Body,2020,rock,6LFM1lnBcCIMDkU8oPYgmh,53
David Lebón,Quiero Regalarte Mi Amor (feat. Zoe Gotusso),Quiero Regalarte Mi Amor (feat. Zoe Gotusso),2020,rock,1HjqrGHsd6scxN1qmcJQnS,35
Mandisa,You Keep Hope Alive,You Keep Hope Alive,2020,rock,6Q997Jj1Z9yfmJV9248a2o,50
Thomas Rhett,Be A Light,Be A Light,2020,rock,5o6dFqafETxZNqUFt9ZqAC,49
The White Stripes,Seven Nation Army,The White Stripes Greatest Hits,2020,rock,7bxon8K9DP6stYx5ZO9WlK,48
Peach Fur,Preloved,Awake,2020,rock,6uzUzGdIUdxHyup4fNAl1J,41
Chris Tomlin,Thank You Lord (feat. Thomas Rhett & Florida Georgia Line),Chris Tomlin & Friends,2020,rock,1k9dLBzwep1k1eGP0Ec8ZK,52
Phil Wickham,Battle Belongs,Battle Belongs,2020,rock,2pYazEOXRSlMfxZzrelFbu,49
Thalles Roberto,Deus Me Ama,"Saudade, Vol. 1",2020,rock,1M2scz3rcfR7GHUViHUaWR,49
Dynazty,Heartless Madness,Heartless Madness,2020,rock,6syHCS66oykczN2ZN7zQPX,35
Tauren Wells,Until Grace,Citizen of Heaven,2020,rock,52stVyuGiZ0QOWAAb27ZY4,51
Wham!,Last Christmas,Christmas Music,2020,rock,5f0wAPdFsORFRyuMmQntvQ,39
Cam,Till There's Nothing Left,The Otherside,2020,rock,6rIIhxmidzI07z1kgiOqY8,49
Kazzabe,Vamos Vamos Todos Con la Selección,Puros Éxitos,2020,rock,4npxtmFWzPOUUpmaG2pEvH,23
Chef'Special,Trouble,Unfold,2020,rock,2kwt2rsc4VbZc7cHEpblIs,43
Dustin Lynch,Ridin’ Roads,Tullahoma,2020,rock,2VPmBOuy7ZAOFSzKwW2IEt,57
Gerry Cinnamon,The Bonny,The Bonny,2020,rock,0YOkB4GgslyF0GQpoHv50K,45
Gerry Cinnamon,Dark Days,The Bonny,2020,rock,1yaprVYvqZqAhqbOqtE7DQ,46
The Scratch,Seanchaí,Couldn't Give a Rats,2020,rock,57c0n9yCY10cZ30tXSrxOi,34
Lime Cordiale,On Our Own,14 Steps To A Better You,2020,rock,5pLgio8GlWLCwaZkUTtboI,46
Siddhartha,Memoria Futuro (Cap. 10),MEMORIA FUTURO,2020,rock,4QgFrf9Giqv3NLUSGaVeMk,49
RADIO TAPOK,Атака Мертвецов,Атака Мертвецов,2020,rock,6gxBFt3QNjWnaEYJPGsfqz,36
Dustin Lynch,Good Girl,Tullahoma,2020,rock,3NgcaTIgVh77DdwAInp996,55
MY FIRST STORY,アンダーグラウンド,Ⅴ,2020,rock,7J5rQ68rXTv7zD1pM5baio,43
Los Enanitos Verdes,Tu Carcel - En Vivo,Rock mix,2020,rock,0J7nljhNWdop2XMHd7XHKp,46
Kchiporros,El Metal - En Vivo,El Metal (En Vivo),2020,rock,6bP96VHgeh1ib24hzQqEZr,21
Ciro y los Persas,Mírenla (Acústico),Guerras (Un Viaje en el Tiempo),2020,rock,3adqew32aN0DuInXYwwAzA,35
Maustetytöt,"Jos mulla ei ois sua, mulla ei ois mitään",Eivät enkelitkään ilman siipiä lennä,2020,rock,4isqhUp7UWzvZ89Kr3RAs5,37
Arena Hash,Me Resfrié en Brasil,"Más Peruanos Que el Rock, Vol. 1",2020,rock,6GhaTm92v2mH7NVQSPIROb,31
OneRepublic,Better Days - Giorni Migliori (with Negramaro),Better Days - Giorni Migliori (with Negramaro),2020,rock,6kfUXAS4K8zpNCADiFqMCt,37
Chris Tomlin,Who You Are To Me (feat. Lady A),Chris Tomlin & Friends,2020,rock,1L4MQJhKyrw0XiF0n0C2hL,49
Benjamin Biolay,Parc fermé,Grand Prix (Edition Deluxe),2020,rock,6OH3FwtqKBD6TRdPhplQuz,39
Matthew West,Truth Be Told,Brand New,2020,rock,0CbDc6JeCKQGYVAI89abdm,52
Eli Soares,Grande É O Senhor - Ao Vivo,Memórias 2 (Ao Vivo),2020,rock,0DR8OCMH9Vv966ZOdWykGp,51
31 Minutos,Lucía la Sandía,Lucía la Sandía,2020,rock,6hEePu1lrWfeo0Tozeas8a,36
Pornofilmy,Чужое горе,Это пройдёт,2020,rock,3jRsRkgVEy8GLr6aHHCMzO,38
Lee Brice,Memory I Don't Mess With,Memory I Don't Mess With,2020,rock,7BQE1P0NUalHSvFtrxasx9,53
Rita Vian,Sereia Remix,Sereia Remix,2020,rock,33BBB8IsbmmSnsLHgvpc0J,27
Mandisa,Way Maker,Way Maker,2020,rock,3f8HOaPL4LogzDsuMr9Nu4,49
Florida Georgia Line,Lit This Year,Lit This Year,2020,rock,2xXCYeiWBTy1h829foY6i1,51
Feuerschwanz,Metfest,Das Elfte Gebot (Deluxe Version),2020,rock,0KM22eMoPMOVKesDkRLEUf,38
Ciro y los Persas,Morella (Acústico),Guerras (Un Viaje en el Tiempo),2020,rock,3WEeVYkpGbLvCiCYgPBMtl,33
Moral Distraida,Rico Rico,Rico Rico,2020,rock,6CBag74VuMMNaI2SUnbhvN,40
The Rions,Sadie,Sadie,2020,rock,1m930sgHvklCOlyr469vGm,48
In Extremo,Troja,Kompass zur Sonne (Deluxe),2020,rock,5IE8RYLIjM4oy5Cr3Q3RQy,39
Мёртвые Дельфины,На Моей Луне,Одуванчики Для Канареек,2020,rock,0dtaB4e5fM6Q8qR4DxLvHd,38
